,,Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Langname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Berechnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Einheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Anmerkungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quelle,von INKAR,von INKAR,von INKAR,,,,,,,,,,,,,,von INKAR,,,,,,,,von INKAR,,,,,,,,,,,,,,,
,,Standardisierung,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennziffer,Raumeinheit,Aggregat,Einwohner 15-64,Einwohner 15-64,Einwohner 15-64,Einwohner 15-64,Einwohner 15-64,Einwohner 15-64,Einwohner 15-64,Einwohner 15-64,Zivile Erwerbspersonen,Zivile Erwerbspersonen,Zivile Erwerbspersonen,Zivile Erwerbspersonen,Zivile Erwerbspersonen,Zivile Erwerbspersonen,Zivile Erwerbspersonen,Zivile Erwerbspersonen,SV-pflichtig Beschäftigte am Wohnort,SV-pflichtig Beschäftigte am Wohnort,SV-pflichtig Beschäftigte am Wohnort,SV-pflichtig Beschäftigte am Wohnort,SV-pflichtig Beschäftigte am Wohnort,SV-pflichtig Beschäftigte am Wohnort,SV-pflichtig Beschäftigte am Wohnort,SV-pflichtig Beschäftigte am Wohnort,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Fläche,Fläche,Fläche,Fläche,Fläche,Fläche,Fläche,Fläche
,,,2011,2012,2013,2014,2015,2016,2017,2018,2011,2012,2013,2014,2015,2016,2017,2018,2011,2012,2013,2014,2015,2016,2017,2018,2011,2012,2013,2014,2015,2016,2017,2018,2011,2012,2013,2014,2015,2016,2017,2018
05754,Gütersloh,Landkreis,231271.0000,232706.0000,233450.0000,233450.0000,234804.0000,239333.0000,239432.0000,239668.0000,186669.0000,188489.7959,190240.7407,194000.0000,197269.2308,199708.3333,206200.0000,209325.0000,131734.0000,135171.0000,136964.0000,139407.0000,145318.0000,148817.0000,152537.0000,156559.0000,350814.0000,351211.0000,352086.0000,353647.0000,356025.0000,361863.0000,362479.0000,364051.0000,969.2100,969.2100,969.2100,969.2100,969.2100,969.2100,969.2100,969.2100
05758,Herford,Landkreis,161015.0000,161052.0000,161018.0000,161018.0000,160967.0000,163135.0000,161658.0000,161525.0000,130105.0000,129177.4194,131984.1270,132312.5000,132524.5902,133000.0000,135607.1429,136075.4717,89352.0000,91458.0000,92153.0000,93150.0000,95030.0000,97016.0000,99088.0000,100761.0000,249947.0000,249638.0000,248991.0000,249071.0000,249630.0000,251285.0000,251209.0000,251098.0000,450.4100,450.4100,450.4100,450.4100,450.4100,450.4100,450.4100,450.4100
05762,Höxter,Landkreis,93664.0000,93317.0000,92896.0000,92896.0000,92911.0000,93594.0000,91591.0000,90968.0000,72777.0000,72537.0370,73037.0370,73851.8519,74235.2941,74760.0000,74217.3913,74948.7179,48674.0000,50454.0000,50893.0000,51331.0000,51946.0000,52837.0000,53960.0000,54912.0000,144891.0000,144346.0000,143407.0000,142401.0000,143693.0000,142774.0000,142046.0000,141228.0000,1201.4200,1201.4200,1201.4200,1201.4200,1201.4200,1201.4200,1201.4200,1201.4200
05766,Lippe,Landkreis,221635.0000,221268.0000,220548.0000,220548.0000,219842.0000,223543.0000,221108.0000,220443.0000,175968.0000,177800.0000,178246.7532,178789.4737,179246.5753,180100.0000,182378.7879,182803.2787,118507.0000,122036.0000,122877.0000,124281.0000,126263.0000,129040.0000,131359.0000,133801.0000,347729.0000,347199.0000,345648.0000,344931.0000,347072.0000,349570.0000,349007.0000,348298.0000,1246.1900,1246.1900,1246.1900,1246.1900,1246.1900,1246.1900,1246.1900,1246.1900
05770,Minden-Lübbecke,Landkreis,199416.0000,199575.0000,199626.0000,199626.0000,199257.0000,201966.0000,200064.0000,198950.0000,159769.0000,159655.1724,161810.3448,160135.5932,161875.0000,163592.5926,165137.2549,166723.4043,109566.0000,114048.0000,114732.0000,115949.0000,117951.0000,120232.0000,122503.0000,124525.0000,310932.0000,310553.0000,309576.0000,309236.0000,309730.0000,312219.0000,311643.0000,310953.0000,1152.4100,1152.4100,1152.4100,1152.4100,1152.4100,1152.4100,1152.4100,1152.4100
05774,Paderborn,Landkreis,200900.0000,201891.0000,202394.0000,202394.0000,203980.0000,207384.0000,207058.0000,206200.0000,156728.0000,157476.1905,160111.1111,162222.2222,165233.3333,166859.6491,167767.8571,170431.3725,104903.0000,108625.0000,109787.0000,111533.0000,113810.0000,116442.0000,119091.0000,122102.0000,295614.0000,295584.0000,296311.0000,297806.0000,299998.0000,304910.0000,304956.0000,305450.0000,1246.7900,1246.7900,1246.7900,1246.7900,1246.7900,1246.7900,1246.7900,1246.7900
05911,"Bochum, Stadt",krsfr. Stadt,241346.0000,241600.0000,241133.0000,241133.0000,240466.0000,242506.0000,241743.0000,241282.0000,181740.0000,182646.4646,183769.2308,186504.9505,187434.3434,187039.6040,189608.2474,190831.4607,115802.0000,118389.0000,118744.0000,119951.0000,121451.0000,124432.0000,126595.0000,129488.0000,362585.0000,361774.0000,361011.0000,361390.0000,361619.0000,364481.0000,364894.0000,364291.0000,145.6600,145.6600,145.6600,145.6600,145.6600,145.6600,145.6600,145.6600
05913,"Dortmund, Stadt",krsfr. Stadt,380048.0000,381535.0000,384708.0000,384708.0000,386643.0000,390532.0000,388996.0000,388302.0000,284777.0000,286030.5344,291750.0000,296531.2500,299312.0000,304576.2712,307207.2072,311000.0000,177436.0000,182943.0000,185471.0000,189010.0000,193745.0000,200876.0000,206288.0000,211910.0000,571403.0000,571422.0000,572572.0000,578236.0000,581612.0000,585352.0000,585535.0000,586001.0000,280.7100,280.7100,280.7100,280.7100,280.7100,280.7100,280.7100,280.7100
05914,"Hagen, Stadt",krsfr. Stadt,120626.0000,120125.0000,120100.0000,120100.0000,120207.0000,121197.0000,120168.0000,119376.0000,95348.0000,95603.9604,95792.4528,96038.4615,96653.8462,97657.6577,99233.0097,100000.0000,60716.0000,62470.0000,62747.0000,63129.0000,64271.0000,65616.0000,66980.0000,68454.0000,187333.0000,186708.0000,185851.0000,185823.0000,186888.0000,188300.0000,187440.0000,188607.0000,160.4500,160.4500,160.4500,160.4500,160.4500,160.4500,160.4500,160.4500
05915,"Hamm, Stadt",krsfr. Stadt,115528.0000,115910.0000,115367.0000,115367.0000,115385.0000,117540.0000,117257.0000,116496.0000,87910.0000,88990.5660,89676.1905,89336.7347,89500.0000,90585.1064,90750.0000,92287.3563,54946.0000,56561.0000,56919.0000,58024.0000,59290.0000,60820.0000,62394.0000,64078.0000,176474.0000,176564.0000,176043.0000,176299.0000,176796.0000,179565.0000,179516.0000,179116.0000,226.4300,226.4300,226.4300,226.4300,226.4300,226.4300,226.4300,226.4300
05916,"Herne, Stadt",krsfr. Stadt,100825.0000,100900.0000,101013.0000,101013.0000,100954.0000,101857.0000,102460.0000,101986.0000,77022.0000,76625.9542,76715.3285,76477.6119,76590.9091,76914.0625,77148.7603,78146.7890,46973.0000,47755.0000,47462.0000,47558.0000,48517.0000,49768.0000,51141.0000,52489.0000,154887.0000,154457.0000,154265.0000,154507.0000,154959.0000,156722.0000,157124.0000,156318.0000,51.4200,51.4200,51.4200,51.4200,51.4200,51.4200,51.4200,51.4200
05954,Ennepe-Ruhr-Kreis,Landkreis,210594.0000,210286.0000,209182.0000,209182.0000,208598.0000,210484.0000,209213.0000,207584.0000,169059.0000,170722.2222,170386.6667,169675.6757,170579.7101,169164.1791,170156.2500,171172.4138,110665.0000,113456.0000,114172.0000,115296.0000,116796.0000,117829.0000,120065.0000,122414.0000,325145.0000,324641.0000,323500.0000,322992.0000,323169.0000,325060.0000,325131.0000,324231.0000,408.4600,408.4600,408.4600,408.4600,408.4600,408.4600,408.4600,408.4600
05958,Hochsauerlandkreis,Landkreis,171920.0000,171620.0000,170683.0000,170683.0000,170270.0000,172107.0000,170621.0000,169833.0000,143033.0000,143918.3673,144173.0769,145173.0769,145562.5000,146489.3617,146911.1111,146365.8537,93479.0000,96983.0000,97799.0000,99180.0000,100590.0000,102531.0000,104660.0000,106779.0000,265199.0000,264557.0000,262619.0000,261402.0000,260879.0000,263394.0000,262075.0000,261110.0000,1960.1500,1960.1500,1960.1500,1960.1500,1960.1500,1960.1500,1960.1500,1960.1500
05962,Märkischer Kreis,Landkreis,275653.0000,274236.0000,271860.0000,271860.0000,269736.0000,271074.0000,268801.0000,266869.0000,224691.0000,223432.8358,223436.6197,225362.3188,226939.3939,227666.6667,226307.6923,227000.0000,150728.0000,153781.0000,153587.0000,155617.0000,157231.0000,158478.0000,160890.0000,163917.0000,422614.0000,421560.0000,418290.0000,415408.0000,414307.0000,416027.0000,414489.0000,412608.0000,1061.0500,1061.0500,1061.0500,1061.0500,1061.0500,1061.0500,1061.0500,1061.0500
05966,Olpe,Landkreis,90289.0000,90168.0000,90030.0000,90030.0000,89843.0000,90843.0000,89612.0000,89065.0000,75239.0000,75136.3636,76104.1667,77644.4444,77395.3488,78214.2857,78900.0000,79735.2941,51064.0000,52311.0000,52544.0000,53449.0000,54396.0000,55286.0000,56256.0000,57507.0000,136144.0000,135949.0000,135236.0000,134881.0000,134876.0000,135199.0000,135141.0000,135021.0000,712.1400,712.1400,712.1400,712.1400,712.1400,712.1400,712.1400,712.1400
05970,Siegen-Wittgenstein,Landkreis,182175.0000,182245.0000,182001.0000,182001.0000,182452.0000,185828.0000,182813.0000,181826.0000,148902.0000,148410.7143,149620.6897,151396.5517,151625.0000,153037.0370,155725.4902,155913.0435,99936.0000,102577.0000,102752.0000,103973.0000,105815.0000,107924.0000,109505.0000,111569.0000,276227.0000,275722.0000,274882.0000,274249.0000,277232.0000,278717.0000,277812.0000,277714.0000,1132.8900,1132.8900,1132.8900,1132.8900,1132.8900,1132.8900,1132.8900,1132.8900
05974,Soest,Landkreis,193998.0000,194123.0000,193595.0000,193595.0000,194451.0000,199162.0000,197366.0000,196621.0000,158255.0000,160129.0323,161796.8750,163285.7143,164737.7049,164416.6667,165258.6207,169196.0784,103682.0000,107744.0000,109188.0000,110589.0000,112923.0000,114809.0000,117027.0000,119811.0000,296540.0000,296899.0000,295728.0000,295551.0000,298199.0000,301744.0000,301767.0000,301887.0000,1328.6400,1328.6400,1328.6400,1328.6400,1328.6400,1328.6400,1328.6400,1328.6400
05978,Unna,Landkreis,258212.0000,257373.0000,256137.0000,256137.0000,255360.0000,258233.0000,255006.0000,253543.0000,203930.0000,204397.8495,206614.5833,205494.6237,208954.5455,209011.9048,209734.1772,211295.7746,129241.0000,132836.0000,132879.0000,135328.0000,137797.0000,139958.0000,142874.0000,146334.0000,394873.0000,393850.0000,392024.0000,391577.0000,392160.0000,394856.0000,394633.0000,393946.0000,543.2100,543.2100,543.2100,543.2100,543.2100,543.2100,543.2100,543.2100
06411,"Darmstadt, Stadt",krsfr. Stadt,100336.0000,102096.0000,103546.0000,103546.0000,104954.0000,107817.0000,109138.0000,109460.0000,74871.0000,75666.6667,76848.4848,78850.7463,80921.8750,82967.2131,84864.4068,86326.9231,50019.0000,51393.0000,52617.0000,53988.0000,55789.0000,58409.0000,60564.0000,62497.0000,145845.0000,146517.0000,148483.0000,150298.0000,152327.0000,156397.0000,157247.0000,158542.0000,122.0900,122.0900,122.0900,122.0900,122.0900,122.0900,122.0900,122.0900
06412,"Frankfurt am Main, Stadt",krsfr. Stadt,474577.0000,482638.0000,492752.0000,492752.0000,504078.0000,514930.0000,515502.0000,522089.0000,344024.0000,347621.6216,354500.0000,367260.2740,378220.5882,387809.5238,395033.8983,399703.7037,240320.0000,247943.0000,256159.0000,265260.0000,275762.0000,287391.0000,297069.0000,306107.0000,676533.0000,682502.0000,693436.0000,709395.0000,724869.0000,731009.0000,742175.0000,748601.0000,248.3100,248.3100,248.3100,248.3100,248.3100,248.3100,248.3100,248.3100
06413,"Offenbach am Main, Stadt",krsfr. Stadt,77174.0000,78733.0000,80324.0000,80324.0000,81627.0000,83698.0000,84050.0000,85756.0000,60762.0000,60906.5421,62153.1532,63256.6372,65342.5926,67436.8932,69793.8144,71967.3913,39724.0000,40910.0000,41985.0000,43941.0000,46534.0000,48816.0000,51081.0000,52941.0000,114855.0000,115786.0000,117898.0000,119554.0000,121889.0000,123728.0000,125553.0000,127509.0000,44.8900,44.8900,44.8900,44.8900,44.8900,44.8900,44.8900,44.8900
06414,"Wiesbaden, Stadt",krsfr. Stadt,178849.0000,179932.0000,180815.0000,180815.0000,180695.0000,180774.0000,181303.0000,181624.0000,139191.0000,140931.5068,143640.0000,145945.9459,145733.3333,147026.6667,149216.2162,151671.4286,94418.0000,97032.0000,97850.0000,99120.0000,101369.0000,104704.0000,106702.0000,108540.0000,270952.0000,271627.0000,273117.0000,274140.0000,276192.0000,276836.0000,277813.0000,278247.0000,203.9200,203.9200,203.9200,203.9200,203.9200,203.9200,203.9200,203.9200
06431,Bergstraße,Landkreis,172333.0000,172704.0000,173002.0000,173002.0000,173132.0000,174900.0000,174652.0000,174245.0000,137421.0000,136652.1739,138888.8889,140162.7907,142200.0000,142368.4211,144236.8421,144486.4865,91227.0000,93662.0000,95575.0000,97676.0000,99730.0000,101652.0000,103342.0000,105315.0000,261158.0000,261447.0000,261913.0000,262768.0000,264893.0000,267607.0000,268342.0000,269289.0000,719.5100,719.5100,719.5100,719.5100,719.5100,719.5100,719.5100,719.5100
06432,Darmstadt-Dieburg,Landkreis,189423.0000,189835.0000,190162.0000,190162.0000,190924.0000,193443.0000,193824.0000,193828.0000,152701.0000,155111.1111,156163.2653,157270.8333,156574.4681,158533.3333,162829.7872,162222.2222,102619.0000,105264.0000,106364.0000,108611.0000,111338.0000,113802.0000,116251.0000,118766.0000,283465.0000,283925.0000,284865.0000,286545.0000,289213.0000,293666.0000,295511.0000,296494.0000,658.6300,658.6300,658.6300,658.6300,658.6300,658.6300,658.6300,658.6300
06433,Groß-Gerau,Landkreis,168286.0000,169898.0000,171345.0000,171345.0000,173112.0000,176508.0000,178005.0000,178936.0000,134879.0000,135396.5517,138516.6667,140655.7377,142650.0000,143841.2698,147314.8148,148416.6667,94427.0000,96829.0000,98377.0000,100567.0000,103325.0000,106370.0000,109066.0000,112162.0000,252770.0000,253944.0000,255939.0000,258832.0000,262737.0000,267867.0000,270208.0000,272789.0000,453.0400,453.0400,453.0400,453.0400,453.0400,453.0400,453.0400,453.0400
06434,Hochtaunuskreis,Landkreis,143537.0000,144257.0000,144562.0000,144562.0000,145285.0000,146835.0000,147289.0000,147669.0000,109799.0000,111342.1053,111097.5610,112800.0000,116228.5714,115722.2222,117444.4444,117676.4706,76611.0000,78202.0000,79384.0000,80892.0000,82469.0000,84262.0000,85908.0000,87397.0000,226964.0000,227560.0000,228477.0000,229822.0000,231788.0000,234574.0000,235742.0000,236227.0000,482.0000,482.0000,482.0000,482.0000,482.0000,482.0000,482.0000,482.0000
06435,Main-Kinzig-Kreis,Landkreis,265393.0000,266033.0000,266810.0000,266810.0000,267512.0000,270029.0000,272202.0000,271749.0000,211932.0000,213180.0000,215450.9804,217196.0784,220244.8980,218319.1489,220826.0870,226214.2857,143775.0000,147096.0000,149129.0000,151925.0000,155107.0000,158831.0000,162153.0000,165555.0000,401823.0000,402356.0000,403733.0000,406100.0000,409043.0000,415222.0000,417667.0000,418842.0000,1397.5500,1397.5500,1397.5500,1397.5500,1397.5500,1397.5500,1397.5500,1397.5500
06436,Main-Taunus-Kreis,Landkreis,144970.0000,145705.0000,146711.0000,146711.0000,147592.0000,149220.0000,150744.0000,151321.0000,118625.0000,119441.8605,122727.2727,123809.5238,124051.2821,123051.2821,123864.8649,125176.4706,84844.0000,86936.0000,87472.0000,88855.0000,90458.0000,91578.0000,94012.0000,96042.0000,224823.0000,225338.0000,226662.0000,229097.0000,230868.0000,234424.0000,236807.0000,237265.0000,222.3900,222.3900,222.3900,222.3900,222.3900,222.3900,222.3900,222.3900
06437,Odenwaldkreis,Landkreis,63615.0000,63551.0000,63032.0000,63032.0000,62526.0000,62903.0000,62054.0000,61767.0000,49997.0000,50892.8571,50677.9661,51105.2632,52000.0000,52057.6923,52360.0000,51954.5455,32833.0000,33792.0000,33914.0000,34784.0000,35201.0000,36175.0000,36400.0000,37136.0000,96785.0000,96659.0000,96232.0000,96150.0000,96047.0000,96398.0000,96600.0000,96711.0000,623.9700,623.9700,623.9700,623.9700,623.9700,623.9700,623.9700,623.9700
06438,Offenbach,Landkreis,219573.0000,220608.0000,221317.0000,221317.0000,222592.0000,225989.0000,226634.0000,226687.0000,177619.0000,178854.5455,181163.6364,179759.2593,182530.6122,185145.8333,185644.4444,188333.3333,121237.0000,123465.0000,125255.0000,127630.0000,131091.0000,134701.0000,138017.0000,140903.0000,334019.0000,335029.0000,337050.0000,339764.0000,343434.0000,348104.0000,350879.0000,352794.0000,356.2900,356.2900,356.2900,356.2900,356.2900,356.2900,356.2900,356.2900
06439,Rheingau-Taunus-Kreis,Landkreis,117538.0000,117738.0000,117788.0000,117788.0000,117904.0000,118876.0000,119355.0000,119424.0000,94419.0000,94744.1860,96325.5814,96636.3636,96976.7442,97159.0909,97695.6522,98219.5122,63005.0000,64474.0000,65170.0000,66132.0000,66995.0000,67704.0000,69042.0000,70508.0000,180506.0000,180505.0000,180911.0000,181460.0000,182691.0000,184912.0000,186312.0000,186914.0000,811.4800,811.4800,811.4800,811.4800,811.4800,811.4800,811.4800,811.4800
06440,Wetteraukreis,Landkreis,193636.0000,194173.0000,195366.0000,195366.0000,196160.0000,198944.0000,199682.0000,199559.0000,153300.0000,152510.2041,155188.6792,156442.3077,160693.8776,162717.3913,161813.9535,165153.8462,103657.0000,106103.0000,107571.0000,109984.0000,112498.0000,115400.0000,117460.0000,120000.0000,293113.0000,293311.0000,294412.0000,296101.0000,298398.0000,303045.0000,304776.0000,305547.0000,1100.6900,1100.6900,1100.6900,1100.6900,1100.6900,1100.6900,1100.6900,1100.6900
06531,Gießen,Landkreis,172630.0000,173140.0000,173641.0000,173641.0000,177989.0000,179645.0000,180853.0000,181180.0000,132310.0000,132500.0000,135100.0000,137397.0588,138970.1493,139781.2500,141672.4138,143269.2308,84768.0000,86854.0000,87693.0000,89855.0000,91587.0000,93770.0000,95851.0000,97981.0000,252587.0000,252333.0000,252813.0000,255859.0000,260406.0000,247883.0000,266406.0000,267620.0000,854.6700,854.6700,854.6700,854.6700,854.6700,854.6700,854.6700,854.6700
06532,Lahn-Dill-Kreis,Landkreis,165794.0000,165385.0000,164782.0000,164782.0000,164401.0000,165243.0000,165058.0000,164304.0000,134011.0000,133551.7241,136557.3770,135300.0000,135913.7931,136745.4545,136648.1481,136764.7059,87951.0000,90300.0000,90552.0000,91919.0000,93226.0000,94761.0000,96066.0000,97890.0000,252899.0000,252566.0000,251549.0000,251348.0000,251704.0000,253648.0000,254255.0000,253833.0000,1066.5300,1066.5300,1066.5300,1066.5300,1066.5300,1066.5300,1066.5300,1066.5300
06533,Limburg-Weilburg,Landkreis,112711.0000,112408.0000,112542.0000,112542.0000,112633.0000,113545.0000,112958.0000,112251.0000,88463.0000,89105.2632,90034.4828,90785.7143,90301.8868,91500.0000,91044.4444,92023.8095,56996.0000,58331.0000,58908.0000,59799.0000,60889.0000,62150.0000,63246.0000,64523.0000,170471.0000,170389.0000,169932.0000,170289.0000,170806.0000,172713.0000,172435.0000,172247.0000,738.4700,738.4700,738.4700,738.4700,738.4700,738.4700,738.4700,738.4700
06534,Marburg-Biedenkopf,Landkreis,164349.0000,164269.0000,164658.0000,164658.0000,164109.0000,166514.0000,165426.0000,166082.0000,126771.0000,127723.4043,128869.5652,128476.1905,130205.1282,128425.0000,129631.5789,132324.3243,83860.0000,85932.0000,86381.0000,87601.0000,88726.0000,90391.0000,92304.0000,93975.0000,241574.0000,240866.0000,240842.0000,241411.0000,241493.0000,245509.0000,245532.0000,245865.0000,1262.5300,1262.5300,1262.5300,1262.5300,1262.5300,1262.5300,1262.5300,1262.5300
06535,Vogelsbergkreis,Landkreis,70292.0000,69707.0000,69363.0000,69363.0000,68683.0000,69595.0000,68577.0000,67986.0000,58114.0000,57346.9388,57847.8261,57139.5349,57275.0000,57357.1429,58024.3902,57621.6216,37317.0000,38905.0000,39059.0000,39408.0000,39917.0000,40530.0000,40973.0000,41523.0000,107994.0000,107487.0000,106527.0000,106048.0000,105522.0000,106881.0000,106705.0000,105929.0000,1458.9900,1458.9900,1458.9900,1458.9900,1458.9900,1458.9900,1458.9900,1458.9900
06611,"Kassel, Stadt",krsfr. Stadt,129173.0000,130165.0000,131134.0000,131134.0000,131423.0000,134014.0000,134247.0000,135271.0000,94787.0000,96131.3131,98485.1485,101183.6735,102505.3763,104241.7582,105341.4634,106459.4595,60523.0000,62954.0000,63674.0000,65333.0000,67393.0000,69134.0000,71656.0000,72972.0000,191854.0000,191960.0000,193105.0000,193889.0000,195239.0000,197677.0000,199223.0000,200854.0000,106.7800,106.7800,106.7800,106.7800,106.7800,106.7800,106.7800,106.7800
06631,Fulda,Landkreis,141397.0000,142007.0000,142334.0000,142334.0000,142793.0000,144886.0000,145075.0000,144717.0000,112033.0000,113333.3333,114944.4444,115800.0000,116666.6667,121096.7742,120896.5517,121892.8571,74139.0000,76759.0000,78470.0000,80198.0000,82274.0000,84256.0000,86238.0000,87941.0000,215945.0000,215949.0000,215871.0000,216535.0000,217584.0000,220614.0000,221509.0000,222055.0000,1380.4000,1380.4000,1380.4000,1380.4000,1380.4000,1380.4000,1380.4000,1380.4000
06632,Hersfeld-Rotenburg,Landkreis,77307.0000,76856.0000,76556.0000,76556.0000,76182.0000,77099.0000,76710.0000,76346.0000,61466.0000,61673.0769,62960.7843,62795.9184,62489.7959,63860.4651,63886.3636,64050.0000,40904.0000,42234.0000,42529.0000,43143.0000,43982.0000,45010.0000,45709.0000,46407.0000,120776.0000,120465.0000,119876.0000,119336.0000,119216.0000,121054.0000,120996.0000,120949.0000,1097.1100,1097.1100,1097.1100,1097.1100,1097.1100,1097.1100,1097.1100,1097.1100
06633,Kassel,Landkreis,150624.0000,150000.0000,148962.0000,148962.0000,148301.0000,149513.0000,149254.0000,148290.0000,122488.0000,122061.2245,123365.3846,125352.9412,125000.0000,126883.7209,124833.3333,126105.2632,82603.0000,84663.0000,85106.0000,86132.0000,87419.0000,88674.0000,90236.0000,91280.0000,234680.0000,234423.0000,233883.0000,233601.0000,233623.0000,237564.0000,236739.0000,236812.0000,1292.9100,1292.9100,1292.9100,1292.9100,1292.9100,1292.9100,1292.9100,1292.9100
06634,Schwalm-Eder-Kreis,Landkreis,118749.0000,117906.0000,117154.0000,117154.0000,116882.0000,117228.0000,117103.0000,116082.0000,94052.0000,93367.3469,95132.0755,95423.0769,96060.0000,96851.0638,97302.3256,98470.5882,63225.0000,65747.0000,66097.0000,66848.0000,67798.0000,69076.0000,70138.0000,71412.0000,181327.0000,180801.0000,179981.0000,179478.0000,179638.0000,180986.0000,180845.0000,180518.0000,1538.4900,1538.4900,1538.4900,1538.4900,1538.4900,1538.4900,1538.4900,1538.4900
06635,Waldeck-Frankenberg,Landkreis,102321.0000,101816.0000,101493.0000,101493.0000,101036.0000,101785.0000,101538.0000,100467.0000,84541.0000,85300.0000,85745.0980,86285.7143,87282.6087,86744.1860,87769.2308,86885.7143,57390.0000,59053.0000,59356.0000,60108.0000,61032.0000,62091.0000,63141.0000,64052.0000,158210.0000,157900.0000,156959.0000,156563.0000,156427.0000,157949.0000,157705.0000,157069.0000,1848.4400,1848.4400,1848.4400,1848.4400,1848.4400,1848.4400,1848.4400,1848.4400
06636,Werra-Meißner-Kreis,Landkreis,64863.0000,64149.0000,63748.0000,63748.0000,63308.0000,63641.0000,63468.0000,63317.0000,50271.0000,50560.6061,50426.4706,50909.0909,51468.7500,51627.1186,51357.1429,51750.0000,32512.0000,33590.0000,33640.0000,34035.0000,34695.0000,35393.0000,35923.0000,36530.0000,101843.0000,101334.0000,100600.0000,100212.0000,100156.0000,101116.0000,100991.0000,100938.0000,1024.6900,1024.6900,1024.6900,1024.6900,1024.6900,1024.6900,1024.6900,1024.6900
07111,"Koblenz, Stadt",krsfr. Stadt,71117.0000,72891.0000,73615.0000,73615.0000,74162.0000,75007.0000,75501.0000,75298.0000,54616.0000,55000.0000,56181.8182,57279.4118,58176.4706,59123.0769,60147.5410,60758.6207,34663.0000,35345.0000,36276.0000,37198.0000,38232.0000,39303.0000,40446.0000,41122.0000,107954.0000,109033.0000,110053.0000,110823.0000,111560.0000,113384.0000,113580.0000,114049.0000,105.1300,105.1300,105.1300,105.1300,105.1300,105.1300,105.1300,105.1300
07131,Ahrweiler,Landkreis,80799.0000,80956.0000,81079.0000,81079.0000,81134.0000,81625.0000,81828.0000,81633.0000,64215.0000,65325.0000,64733.3333,65595.2381,66162.7907,67487.1795,67815.7895,69771.4286,41931.0000,42967.0000,43479.0000,44184.0000,45149.0000,46016.0000,47121.0000,48048.0000,125951.0000,125866.0000,125904.0000,126276.0000,126950.0000,128342.0000,128778.0000,129358.0000,786.9800,786.9800,786.9800,786.9800,786.9800,786.9800,786.9800,786.9800
07132,Altenkirchen (Westerwald),Landkreis,85204.0000,85032.0000,84605.0000,84605.0000,84170.0000,84437.0000,83796.0000,83230.0000,68913.0000,69230.7692,69350.8772,69309.0909,69750.0000,69780.0000,70680.8511,70431.8182,44587.0000,45662.0000,45775.0000,46477.0000,47263.0000,47814.0000,49034.0000,50057.0000,129962.0000,129540.0000,128712.0000,128356.0000,128252.0000,129611.0000,128963.0000,128918.0000,642.0000,642.0000,642.0000,642.0000,642.0000,642.0000,642.0000,642.0000
07133,Bad Kreuznach,Landkreis,101527.0000,101638.0000,101359.0000,101359.0000,101216.0000,101374.0000,100964.0000,100401.0000,81086.0000,81750.0000,82098.5915,82591.5493,83323.5294,83636.3636,84645.1613,84051.7241,53741.0000,55487.0000,55932.0000,56861.0000,57603.0000,58478.0000,59275.0000,60249.0000,155404.0000,155316.0000,155181.0000,155693.0000,156433.0000,157382.0000,157435.0000,157824.0000,863.7700,863.7700,863.7700,863.7700,863.7700,863.7700,863.7700,863.7700
07134,Birkenfeld,Landkreis,53416.0000,52608.0000,52233.0000,52233.0000,52011.0000,51875.0000,51741.0000,51439.0000,43057.0000,43015.8730,42852.9412,42898.5507,43409.0909,43174.6032,43283.3333,43321.4286,28046.0000,28710.0000,28576.0000,28846.0000,29339.0000,29584.0000,30036.0000,30339.0000,82323.0000,81714.0000,80883.0000,80573.0000,80469.0000,80939.0000,80923.0000,80642.0000,776.5900,776.5900,776.5900,776.5900,776.5900,776.5900,776.5900,776.5900
07135,Cochem-Zell,Landkreis,41148.0000,40938.0000,40808.0000,40808.0000,39994.0000,40245.0000,39702.0000,39361.0000,33412.7114,32736.8421,33121.9512,32717.9487,33026.3158,32842.1053,33000.0000,33645.1613,22395.5022,22482.0000,22573.0000,22983.0000,22931.0000,23143.0000,23311.0000,23656.0000,63890.0000,62702.0000,62312.0000,62009.0000,62206.0000,62413.0000,61812.0000,61803.0000,692.3300,692.3300,692.3300,692.3300,692.3300,692.3300,692.3300,692.3300
