Kennziffer,Raumeinheit,Aggregat,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Erreichbarkeit von Krankenhäusern,Nahversorgung Apotheken  Durchschnittsdistanz,"Nahversorgung Hausärzte, inkl. Kinderärzte  Durchschnittsdistanz",Nahversorgung Grundschulen  Durchschnittsdistanz,Nahversorgung Haltestellen des ÖV  Durchschnittsdistanz,Prognose Bevölkerungsentwicklung (2012-2035),Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Entwicklung Wohnflächennachfrage insgesamt (2015-2030)
,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2003,2005,2007,2009,2011,2013,2015,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2010,2011,2012,2013,2014,2015,2008,2009,2010,2011,2012,2013,2014,2015,2015,2015,2015,2015,2015,2012-2035,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2015-2030
05966,Olpe,Landkreis,1523.0,1611.0,1626.0,1735.0,1838.0,1848.0,1870.0,1874.0,1972.0,1946.0,2014.0,2116.0,2135.0,2077.0,2140.0,2164.0,763.0,765.0,771.0,793.0,793.0,801.0,821.0,824.0,841.0,879.0,63.8,64.2,68.4,79.7,92.7,92.7,90.1,562.1,484.9,527.5,562.7,586.2,594.3,541.6,521.5,505.6,555.7,616.0,680.8,743.1,743.7,675.2,658.2,811.0,839.9,807.2,886.2,895.2,91.7,92.4,92.1,93.3,94.2,97.7,100.0,101.2,103.9,102.7,5.5,5.3,5.4,5.4,5.3,4.9,14.4,13.8,14.6,16.9,16.1,16.7,16.1,16.8,6.2,1799.9,1614.1,1672.8,267.3,-6.4,35.0,33.0,31.0,30.0,29.0,28.0,28.0,28.0,27.0,26.0,25.0,23.0,22.0,20.0,18.0,16.0,4.1
05970,Siegen-Wittgenstein,Landkreis,1375.0,1425.0,1428.0,1478.0,1521.0,1566.0,1618.0,1669.0,1725.0,1689.0,1737.0,1827.0,1857.0,1832.0,1876.0,1890.0,828.0,828.0,836.0,854.0,853.0,859.0,877.0,879.0,893.0,924.0,68.7,68.0,70.4,74.1,80.7,83.1,76.8,523.2,491.5,495.5,562.3,577.2,583.6,524.3,505.4,485.4,521.9,545.1,624.5,757.0,786.7,675.3,659.9,797.1,852.6,791.1,810.1,838.2,114.8,113.4,115.6,117.2,117.1,120.9,121.2,121.6,122.9,120.0,7.6,7.0,6.8,7.0,7.1,6.8,17.1,16.0,16.5,19.2,19.0,20.8,20.9,22.1,8.4,1373.2,1161.9,1164.2,243.6,-9.3,30.0,28.0,27.0,26.0,25.0,25.0,24.0,24.0,23.0,22.0,21.0,20.0,19.0,17.0,16.0,14.0,3.4
05974,Soest,Landkreis,1285.0,1331.0,1316.0,1347.0,1371.0,1399.0,1437.0,1472.0,1531.0,1510.0,1569.0,1658.0,1694.0,1756.0,1789.0,1792.0,745.0,746.0,755.0,773.0,773.0,779.0,797.0,799.0,813.0,847.0,132.4,131.3,135.9,140.5,142.5,137.3,134.2,487.6,445.0,436.2,464.5,493.7,527.2,469.8,469.4,438.4,455.4,455.8,522.6,565.6,622.3,595.1,565.6,644.0,651.1,679.1,683.8,728.6,182.1,180.9,167.3,168.0,166.9,169.6,172.5,173.7,175.4,170.3,8.3,7.7,7.5,7.4,7.5,7.2,17.2,17.0,17.4,19.2,19.8,21.3,21.9,23.2,7.5,1430.0,1094.8,1242.6,428.0,-3.4,22.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,21.0,20.0,19.0,18.0,16.0,15.0,6.2
05978,Unna,Landkreis,1205.0,1263.0,1278.0,1318.0,1350.0,1357.0,1375.0,1393.0,1438.0,1422.0,1467.0,1568.0,1610.0,1634.0,1676.0,1700.0,892.0,888.0,893.0,910.0,906.0,909.0,925.0,921.0,932.0,956.0,81.3,81.4,86.3,94.7,99.7,102.5,105.4,427.7,402.6,398.3,433.5,470.7,462.2,427.9,419.7,408.0,426.9,423.0,474.0,529.4,573.7,529.9,526.5,577.9,629.9,624.7,648.6,658.5,100.6,100.3,104.5,102.9,102.1,106.9,109.9,111.4,114.0,111.0,12.1,12.3,12.4,12.7,12.7,12.2,20.0,19.1,20.3,20.5,23.7,25.7,26.8,28.4,4.7,847.4,846.5,835.0,225.8,-5.4,34.0,32.0,31.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,21.0,19.0,17.0,15.0,13.0,11.0,5.7
06411,"Darmstadt, Stadt",krsfr. Stadt,1414.0,1447.0,1502.0,1530.0,1528.0,1581.0,1691.0,1795.0,1768.0,1704.0,1714.0,1660.0,1719.0,1744.0,1765.0,1803.0,804.0,805.0,812.0,833.0,830.0,832.0,847.0,846.0,858.0,884.0,93.6,90.7,95.5,92.7,93.7,93.4,80.5,635.6,655.2,703.0,723.5,703.1,681.2,735.3,653.9,640.9,697.7,949.4,834.4,992.7,1036.1,1005.1,917.7,807.3,1153.7,927.9,1123.6,1072.1,349.9,342.0,367.9,355.5,233.0,233.1,231.5,231.7,227.5,225.6,10.6,10.0,10.2,10.4,10.7,10.5,36.9,36.0,39.3,42.1,45.1,48.8,50.8,53.0,0.0,422.0,359.2,533.4,214.7,-7.7,60.0,56.0,53.0,50.0,47.0,46.0,45.0,44.0,43.0,43.0,42.0,40.0,39.0,37.0,35.0,32.0,5.9
06412,"Frankfurt am Main, Stadt",krsfr. Stadt,1387.0,1475.0,1494.0,1504.0,1548.0,1566.0,1624.0,1637.0,1659.0,1590.0,1632.0,1693.0,1727.0,1746.0,1737.0,1763.0,838.0,837.0,844.0,864.0,861.0,863.0,878.0,876.0,886.0,911.0,62.4,61.7,64.6,65.8,68.3,67.7,68.1,866.0,931.0,937.4,1140.4,1311.9,1344.6,1062.6,963.5,1000.4,1166.2,1182.7,1526.3,1697.6,1771.5,1389.8,1452.9,1422.0,1603.9,1565.6,1753.6,1796.0,192.8,189.8,189.5,190.8,178.9,178.9,183.1,180.9,178.4,177.7,12.3,12.1,11.9,12.0,12.1,12.0,58.0,59.5,61.7,68.8,71.4,74.8,76.4,78.9,0.8,363.3,307.8,458.1,187.6,-3.4,55.0,50.0,45.0,41.0,38.0,36.0,34.0,32.0,31.0,29.0,27.0,25.0,23.0,20.0,18.0,16.0,4.4
06413,"Offenbach am Main, Stadt",krsfr. Stadt,1242.0,1263.0,1274.0,1296.0,1283.0,1323.0,1339.0,1351.0,1358.0,1348.0,1366.0,1432.0,1472.0,1459.0,1445.0,1467.0,837.0,837.0,843.0,862.0,859.0,862.0,871.0,867.0,877.0,902.0,44.0,44.0,46.0,44.6,49.2,74.6,77.7,610.8,589.7,578.1,657.1,769.1,775.0,698.7,528.6,570.2,639.7,619.4,608.9,686.1,789.2,641.9,615.1,679.2,698.3,728.9,728.0,755.6,179.1,177.0,107.7,110.6,111.3,120.6,130.4,130.0,131.8,128.1,18.7,19.0,19.4,19.6,19.7,19.1,60.9,61.8,65.5,71.1,71.1,74.0,76.3,81.1,3.1,436.6,321.2,487.4,179.4,2.7,32.0,29.0,26.0,24.0,23.0,21.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,13.0,12.0,10.0,7.8
06414,"Wiesbaden, Stadt",krsfr. Stadt,1485.0,1561.0,1578.0,1602.0,1607.0,1642.0,1669.0,1685.0,1704.0,1651.0,1708.0,1777.0,1818.0,1817.0,1849.0,1905.0,823.0,825.0,830.0,850.0,847.0,851.0,867.0,867.0,878.0,907.0,84.4,79.2,82.5,76.9,87.1,84.3,90.0,712.2,688.0,661.6,754.3,837.9,865.1,838.8,735.1,724.6,772.6,846.2,926.2,997.7,1053.7,869.6,886.5,906.8,981.3,1153.2,1086.1,1132.3,168.2,168.1,174.1,174.8,175.4,179.0,180.6,181.7,183.9,187.4,14.1,14.0,13.7,14.0,14.2,14.3,45.0,44.8,47.0,51.0,51.7,57.7,60.3,63.0,2.3,509.4,377.4,576.4,180.3,4.9,39.0,36.0,33.0,30.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,19.0,18.0,16.0,14.0,10.0
06431,Bergstraße,Landkreis,1373.0,1449.0,1449.0,1503.0,1525.0,1545.0,1577.0,1602.0,1646.0,1645.0,1725.0,1756.0,1822.0,1837.0,1868.0,1913.0,807.0,808.0,817.0,841.0,841.0,847.0,866.0,868.0,884.0,919.0,84.9,87.4,93.2,98.5,99.8,104.0,104.7,506.6,467.9,481.3,520.8,539.6,577.7,574.2,574.7,533.9,547.4,543.2,600.3,739.0,786.9,680.8,668.0,721.9,733.5,792.7,832.3,864.7,124.3,123.3,110.4,112.4,113.5,113.7,115.6,116.5,117.5,116.7,7.1,6.7,6.5,6.4,6.6,6.4,16.4,16.9,17.7,18.9,19.9,21.2,21.2,20.9,10.0,1033.4,834.0,875.6,244.0,2.1,40.0,37.0,35.0,34.0,33.0,32.0,32.0,31.0,31.0,30.0,29.0,28.0,27.0,26.0,24.0,22.0,11.1
06432,Darmstadt-Dieburg,Landkreis,1394.0,1492.0,1485.0,1514.0,1532.0,1559.0,1599.0,1625.0,1671.0,1666.0,1734.0,1830.0,1864.0,1865.0,1888.0,1922.0,809.0,811.0,820.0,843.0,843.0,850.0,868.0,868.0,884.0,918.0,44.8,42.8,44.1,47.5,56.1,66.8,77.6,539.8,515.5,506.7,516.7,577.3,592.8,590.3,597.4,590.4,613.3,575.6,633.8,726.4,767.4,705.1,694.1,751.5,788.2,823.3,845.5,852.6,107.5,107.1,100.5,113.2,113.8,117.1,118.5,118.4,117.0,116.5,6.3,6.2,6.4,6.7,6.6,6.5,15.0,14.5,15.4,16.3,16.8,17.8,17.9,19.3,8.3,938.3,702.3,784.3,298.4,6.1,38.0,36.0,34.0,32.0,31.0,30.0,30.0,29.0,29.0,28.0,28.0,27.0,25.0,24.0,23.0,21.0,12.8
06433,Groß-Gerau,Landkreis,1344.0,1399.0,1411.0,1451.0,1453.0,1456.0,1452.0,1500.0,1523.0,1512.0,1552.0,1615.0,1641.0,1650.0,1665.0,1698.0,875.0,874.0,880.0,902.0,901.0,907.0,924.0,924.0,937.0,966.0,53.0,57.6,71.5,73.8,74.8,71.9,69.8,592.1,572.4,578.5,693.2,711.4,679.5,675.9,631.7,602.2,606.7,664.4,706.8,783.2,848.1,709.2,753.2,819.3,729.8,767.4,822.3,847.8,196.3,192.2,162.5,165.2,166.3,157.9,155.6,156.8,157.6,155.8,9.0,8.9,9.6,9.8,10.0,9.8,19.8,19.4,20.0,21.4,22.6,24.7,25.5,26.4,8.8,585.0,481.9,630.6,227.9,6.0,47.0,45.0,42.0,40.0,38.0,38.0,37.0,36.0,36.0,35.0,34.0,33.0,31.0,30.0,28.0,26.0,11.5
06434,Hochtaunuskreis,Landkreis,2143.0,2253.0,2213.0,2177.0,2132.0,2219.0,2307.0,2397.0,2378.0,2252.0,2283.0,2378.0,2435.0,2459.0,2471.0,2569.0,847.0,850.0,866.0,888.0,886.0,892.0,912.0,914.0,929.0,961.0,95.2,92.2,96.5,99.2,100.1,109.0,105.1,728.2,713.9,738.5,736.4,799.0,899.4,858.1,766.2,780.3,838.8,853.9,1022.1,1203.3,1260.1,1105.9,1023.4,1044.6,1107.2,1165.8,1250.1,1261.4,132.8,135.0,136.3,138.5,140.9,144.3,144.9,145.5,145.8,145.0,5.1,5.1,5.1,5.1,5.2,5.3,17.3,16.3,17.4,18.8,19.9,20.9,21.9,22.0,7.6,817.5,676.8,819.1,222.7,5.0,42.0,39.0,36.0,34.0,32.0,31.0,30.0,29.0,29.0,28.0,27.0,26.0,25.0,23.0,21.0,19.0,13.7
06435,Main-Kinzig-Kreis,Landkreis,1353.0,1427.0,1441.0,1481.0,1490.0,1508.0,1532.0,1551.0,1590.0,1595.0,1656.0,1736.0,1804.0,1840.0,1874.0,1924.0,804.0,807.0,816.0,839.0,840.0,847.0,866.0,869.0,884.0,918.0,60.1,65.8,68.6,80.8,84.7,87.6,84.4,495.4,488.1,504.8,550.9,586.6,632.7,622.7,575.0,546.2,560.2,564.6,623.8,732.3,804.8,652.3,691.2,742.5,739.3,771.9,818.3,830.4,154.8,153.2,124.6,127.9,129.2,131.7,132.8,134.4,135.7,132.4,7.2,7.1,7.1,7.4,7.5,7.3,20.7,20.5,21.9,24.7,25.0,27.0,27.2,28.1,10.5,1100.6,831.2,829.6,261.5,3.2,49.0,46.0,43.0,40.0,38.0,37.0,36.0,36.0,35.0,34.0,33.0,32.0,30.0,29.0,26.0,24.0,14.1
06436,Main-Taunus-Kreis,Landkreis,1667.0,1736.0,1800.0,1802.0,1839.0,1877.0,1916.0,1931.0,1978.0,1910.0,1980.0,2075.0,2126.0,2115.0,2154.0,2208.0,899.0,898.0,905.0,927.0,925.0,929.0,946.0,947.0,962.0,995.0,47.2,44.0,47.1,55.7,60.7,68.2,71.8,761.6,712.4,722.2,760.3,1231.6,1016.6,1067.8,966.7,921.3,882.0,986.7,1300.8,1489.9,1318.9,1349.8,1314.9,1425.1,1427.3,1405.4,1461.6,1440.9,119.7,120.0,120.6,124.0,128.4,135.7,136.2,136.6,136.3,135.1,5.2,5.1,5.2,5.4,5.5,5.6,17.0,16.7,17.6,19.7,20.9,22.1,22.2,22.7,8.2,612.7,447.4,615.5,225.1,8.0,51.0,47.0,44.0,41.0,39.0,37.0,36.0,35.0,35.0,34.0,32.0,31.0,29.0,27.0,25.0,23.0,14.0
06437,Odenwaldkreis,Landkreis,1243.0,1297.0,1311.0,1352.0,1352.0,1399.0,1429.0,1425.0,1486.0,1488.0,1547.0,1595.0,1637.0,1659.0,1697.0,1759.0,748.0,750.0,757.0,779.0,782.0,787.0,808.0,813.0,827.0,862.0,110.7,124.1,128.6,128.5,127.5,128.6,134.1,419.2,391.0,431.9,455.3,482.0,488.9,478.5,460.7,434.2,422.9,489.6,507.1,559.7,561.2,530.1,545.0,573.0,578.6,621.2,639.1,652.3,117.3,119.9,118.5,119.7,119.5,120.9,122.6,125.3,126.5,124.2,7.9,7.7,7.7,7.9,8.0,7.5,14.5,15.4,16.7,17.5,18.0,19.5,19.5,20.0,11.7,1827.7,1569.9,1399.0,272.3,-3.4,36.0,34.0,32.0,31.0,30.0,30.0,29.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,22.0,21.0,9.2
06438,Offenbach,Landkreis,1547.0,1651.0,1639.0,1653.0,1636.0,1669.0,1720.0,1713.0,1747.0,1716.0,1759.0,1831.0,1860.0,1870.0,1885.0,1924.0,874.0,874.0,882.0,904.0,902.0,908.0,927.0,927.0,942.0,975.0,40.4,45.7,47.4,56.8,64.6,67.7,72.4,736.4,673.3,661.6,675.3,701.7,773.9,734.0,695.7,700.1,711.1,729.9,804.6,897.6,978.8,819.1,796.1,876.7,891.4,939.5,970.3,1000.3,103.7,103.0,124.7,126.9,128.2,131.6,131.6,132.9,126.6,125.4,8.6,8.5,8.2,8.3,8.3,8.3,24.1,23.8,24.8,26.9,28.7,30.1,31.0,33.0,6.6,550.7,488.7,633.4,214.8,4.5,37.0,34.0,32.0,29.0,28.0,27.0,26.0,25.0,24.0,24.0,23.0,22.0,20.0,19.0,17.0,16.0,12.2
06439,Rheingau-Taunus-Kreis,Landkreis,1439.0,1505.0,1531.0,1590.0,1615.0,1585.0,1661.0,1692.0,1708.0,1715.0,1784.0,1861.0,1918.0,1934.0,1975.0,2027.0,800.0,801.0,807.0,830.0,829.0,835.0,854.0,857.0,874.0,908.0,63.4,71.7,72.9,78.9,87.1,87.6,92.0,513.6,472.0,486.0,499.4,552.8,598.7,578.0,570.1,566.6,556.6,565.8,653.3,710.3,775.6,700.7,684.5,735.0,764.5,779.3,823.3,834.9,153.5,148.1,109.5,110.2,111.1,115.5,115.3,117.3,119.2,117.6,5.2,5.1,5.0,5.2,5.4,5.3,15.7,14.9,15.1,16.1,15.8,17.1,18.2,18.2,8.6,1533.2,1195.0,1329.0,251.6,0.3,47.0,44.0,41.0,38.0,36.0,35.0,34.0,34.0,33.0,32.0,32.0,30.0,29.0,27.0,25.0,23.0,12.6
06440,Wetteraukreis,Landkreis,1403.0,1462.0,1475.0,1495.0,1505.0,1527.0,1561.0,1589.0,1622.0,1619.0,1672.0,1758.0,1803.0,1821.0,1856.0,1900.0,782.0,784.0,793.0,816.0,816.0,822.0,843.0,847.0,864.0,899.0,81.5,87.3,89.3,93.9,101.2,103.7,113.2,495.2,456.9,483.8,496.9,569.3,684.8,778.5,546.2,574.3,560.9,570.3,628.5,710.6,743.8,643.2,635.0,701.2,695.7,744.3,763.0,773.3,129.5,133.9,130.8,132.1,131.5,136.5,138.0,139.0,140.6,139.9,6.3,6.0,6.0,6.2,6.4,6.2,20.8,20.3,21.1,22.8,23.1,24.0,24.1,25.4,11.6,1447.0,1022.8,1087.2,260.3,4.0,48.0,45.0,42.0,40.0,38.0,37.0,36.0,35.0,35.0,34.0,33.0,32.0,30.0,29.0,26.0,24.0,14.6
06531,Gießen,Landkreis,1250.0,1314.0,1316.0,1343.0,1361.0,1391.0,1424.0,1424.0,1477.0,1458.0,1522.0,1567.0,1602.0,1621.0,1622.0,1671.0,751.0,751.0,760.0,783.0,783.0,789.0,804.0,806.0,820.0,854.0,63.5,65.8,72.3,81.5,83.4,87.1,93.1,442.8,434.1,458.9,483.2,515.2,554.7,513.9,513.1,485.5,491.6,528.5,584.5,602.9,649.0,569.2,565.0,633.1,652.0,682.0,691.4,714.0,149.6,149.2,122.2,124.3,125.4,128.5,131.2,133.0,130.5,131.4,9.1,8.7,8.7,8.8,8.8,8.4,27.0,25.9,26.8,29.0,30.6,33.2,33.8,34.2,10.0,1304.8,941.0,997.6,245.7,-6.4,37.0,35.0,33.0,31.0,30.0,29.0,28.0,28.0,27.0,25.0,24.0,22.0,20.0,19.0,17.0,15.0,4.6
06532,Lahn-Dill-Kreis,Landkreis,1343.0,1423.0,1426.0,1458.0,1479.0,1515.0,1583.0,1634.0,1625.0,1626.0,1661.0,1709.0,1763.0,1781.0,1823.0,1877.0,772.0,772.0,780.0,802.0,802.0,808.0,827.0,829.0,845.0,876.0,89.2,88.3,93.7,92.8,93.6,104.8,116.6,490.0,441.6,500.9,504.6,528.6,557.1,589.6,535.8,498.5,492.5,582.6,612.3,724.4,770.6,651.7,611.6,692.5,737.8,829.5,809.2,781.8,126.9,126.2,128.6,133.6,137.4,137.6,139.2,140.5,142.8,142.4,8.5,7.8,8.2,8.3,8.2,8.0,20.5,19.7,20.7,22.3,23.7,25.7,25.9,26.9,10.7,1471.9,1093.4,1145.6,290.9,-6.8,27.0,26.0,24.0,23.0,22.0,22.0,21.0,21.0,21.0,20.0,19.0,17.0,16.0,15.0,13.0,12.0,4.6
06533,Limburg-Weilburg,Landkreis,1250.0,1312.0,1333.0,1369.0,1370.0,1410.0,1454.0,1447.0,1533.0,1535.0,1591.0,1628.0,1665.0,1680.0,1713.0,1753.0,727.0,728.0,737.0,759.0,760.0,768.0,785.0,787.0,804.0,838.0,74.8,67.6,70.4,74.5,83.0,94.1,99.5,440.7,413.6,434.7,452.9,493.0,520.9,499.4,505.2,463.6,457.3,485.0,560.3,596.6,669.8,600.6,580.6,622.8,649.4,648.9,693.6,732.9,131.7,99.2,103.1,105.5,106.0,107.1,108.3,113.0,113.3,112.6,8.6,8.0,8.0,8.1,8.1,7.6,17.3,18.9,19.0,20.2,22.4,24.5,24.4,25.4,11.4,1389.8,1293.5,1462.6,285.5,-3.2,28.0,27.0,25.0,24.0,23.0,22.0,22.0,22.0,21.0,20.0,19.0,18.0,16.0,15.0,13.0,12.0,5.8
06534,Marburg-Biedenkopf,Landkreis,1168.0,1223.0,1227.0,1247.0,1290.0,1295.0,1343.0,1354.0,1411.0,1395.0,1445.0,1540.0,1589.0,1616.0,1659.0,1690.0,708.0,711.0,719.0,741.0,742.0,750.0,768.0,772.0,787.0,825.0,79.4,82.8,84.1,87.8,90.2,96.3,93.0,479.2,562.3,492.1,501.5,504.7,579.5,552.3,501.9,521.7,499.1,552.9,606.1,694.2,780.1,682.9,681.5,713.7,803.7,853.1,843.9,1005.5,129.0,127.2,113.3,116.3,114.5,120.5,122.1,125.6,128.1,129.1,6.7,6.4,6.1,6.0,6.1,5.9,21.1,19.6,19.5,21.5,22.5,23.8,23.4,23.8,13.0,1400.1,1180.3,1219.0,271.4,-5.0,30.0,29.0,27.0,25.0,25.0,24.0,23.0,23.0,22.0,21.0,20.0,18.0,17.0,16.0,14.0,13.0,5.0
06535,Vogelsbergkreis,Landkreis,1190.0,1257.0,1284.0,1321.0,1334.0,1362.0,1401.0,1416.0,1466.0,1454.0,1515.0,1603.0,1637.0,1663.0,1707.0,1800.0,676.0,680.0,691.0,717.0,720.0,729.0,749.0,755.0,772.0,812.0,90.2,87.8,93.5,98.7,97.1,113.6,106.8,384.9,359.9,397.9,412.2,452.7,469.2,450.2,426.8,401.8,410.7,456.1,461.5,527.4,567.1,487.9,489.4,553.5,569.1,589.8,606.5,620.9,120.9,123.8,122.8,126.4,127.0,127.8,130.9,134.4,138.0,135.2,6.8,5.9,5.7,5.5,5.3,4.9,13.1,12.6,13.3,13.8,15.0,15.6,15.6,17.0,12.1,3264.2,2208.3,2254.5,307.1,-12.3,22.0,20.0,19.0,18.0,18.0,18.0,17.0,17.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,2.0
06611,"Kassel, Stadt",krsfr. Stadt,1173.0,1227.0,1250.0,1288.0,1299.0,1313.0,1347.0,1362.0,1390.0,1382.0,1444.0,1485.0,1510.0,1519.0,1547.0,1561.0,758.0,757.0,762.0,781.0,777.0,780.0,793.0,790.0,798.0,825.0,86.0,87.4,95.8,101.3,104.2,97.4,91.4,509.6,488.8,500.3,515.2,595.6,626.3,571.9,583.9,541.9,574.1,616.5,674.1,754.2,800.9,719.2,796.0,788.2,837.1,847.2,827.5,913.8,271.4,300.7,235.7,237.9,239.6,251.0,254.6,257.9,258.5,256.6,14.9,14.0,13.3,13.4,13.8,13.4,48.5,47.5,48.7,54.8,57.9,62.1,65.3,68.3,2.3,470.6,396.2,569.7,192.0,-10.5,18.0,17.0,16.0,15.0,15.0,14.0,14.0,14.0,14.0,12.0,11.0,9.0,7.0,6.0,4.0,3.0,0.3
06631,Fulda,Landkreis,1243.0,1319.0,1325.0,1347.0,1355.0,1418.0,1463.0,1519.0,1542.0,1516.0,1595.0,1636.0,1687.0,1716.0,1748.0,1791.0,694.0,695.0,704.0,725.0,726.0,734.0,752.0,755.0,769.0,807.0,71.6,85.4,102.9,106.7,111.3,116.4,123.7,425.6,411.7,472.3,462.9,470.7,492.8,470.2,455.4,443.7,451.3,476.3,521.9,577.4,658.2,578.7,537.5,623.4,635.0,664.6,683.3,720.4,106.7,106.0,107.2,109.9,110.7,113.0,113.4,116.5,118.9,119.9,6.0,5.6,5.4,5.4,5.3,4.9,22.7,20.2,21.0,21.4,22.9,24.2,23.2,24.0,14.2,1818.1,1298.2,1127.9,310.5,-5.7,34.0,33.0,32.0,31.0,31.0,31.0,30.0,30.0,29.0,29.0,27.0,26.0,24.0,23.0,21.0,20.0,5.0
06632,Hersfeld-Rotenburg,Landkreis,1212.0,1285.0,1291.0,1325.0,1354.0,1356.0,1399.0,1420.0,1475.0,1467.0,1509.0,1571.0,1608.0,1644.0,1682.0,1700.0,731.0,733.0,740.0,760.0,760.0,768.0,783.0,785.0,798.0,833.0,72.1,74.5,80.8,80.3,101.9,114.1,117.8,407.0,382.6,411.1,413.8,452.0,464.9,460.5,443.6,401.6,409.0,466.5,473.4,568.1,724.8,533.8,533.6,706.9,662.1,652.8,645.0,720.7,128.5,129.3,131.8,136.7,138.7,143.7,146.5,149.6,152.0,151.4,6.7,6.3,6.4,6.4,6.4,6.2,13.9,13.9,14.4,15.9,17.4,19.0,19.5,19.6,13.0,2843.0,1563.1,1599.5,284.0,-14.2,21.0,21.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,0.6
06633,Kassel,Landkreis,1226.0,1312.0,1326.0,1389.0,1413.0,1425.0,1464.0,1486.0,1527.0,1554.0,1626.0,1670.0,1712.0,1740.0,1770.0,1812.0,766.0,768.0,777.0,797.0,796.0,801.0,817.0,818.0,833.0,866.0,92.3,99.6,104.3,112.6,123.4,133.5,130.7,427.7,405.0,456.9,491.2,558.8,579.9,520.2,496.5,444.4,452.2,480.7,531.7,616.0,682.6,625.2,651.4,694.7,773.4,682.5,762.6,720.9,123.7,122.8,98.4,102.1,103.6,104.8,106.7,108.4,110.3,111.1,6.6,6.0,6.1,6.3,6.3,5.9,14.9,13.8,13.8,15.0,16.3,17.0,17.4,17.3,10.9,1510.5,996.8,1243.3,255.7,-7.9,22.0,21.0,20.0,19.0,19.0,18.0,18.0,17.0,16.0,15.0,14.0,13.0,11.0,10.0,8.0,6.0,3.6
