Kennziffer,Raumeinheit,Aggregat,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Fläche
09761,"Augsburg, Stadt",krsfr. Stadt,180919.0000,183417.0000,186689.0000,190060.0000,193993.0000,196043.0000,198191.0000,269402.0000,272699.0000,276542.0000,281111.0000,286374.0000,289584.0000,292851.0000,140994.0000,143274.0000,147328.0000,150077.0000,152817.0000,94537.0000,98896.0000,101614.0000,104787.0000,108181.0000,146.8400
09762,"Kaufbeuren, Stadt",krsfr. Stadt,26482.0000,26614.0000,26745.0000,26910.0000,27406.0000,27543.0000,27667.0000,41460.0000,41570.0000,41759.0000,42014.0000,42731.0000,43134.0000,43478.0000,22258.0000,22434.0000,22852.0000,22852.0000,23008.0000,14862.0000,15173.0000,15684.0000,15937.0000,16297.0000,40.0300
09763,"Kempten (Allgäu), Stadt",krsfr. Stadt,41720.0000,41943.0000,42238.0000,42565.0000,43531.0000,43775.0000,44398.0000,64300.0000,64625.0000,65044.0000,65624.0000,66947.0000,67529.0000,68330.0000,33863.0000,34057.0000,34750.0000,35309.0000,35752.0000,23145.0000,23690.0000,24443.0000,24887.0000,25637.0000,63.2800
09764,"Memmingen, Stadt",krsfr. Stadt,26710.0000,26934.0000,27144.0000,27434.0000,27946.0000,28079.0000,28138.0000,41242.0000,41551.0000,41772.0000,42201.0000,42841.0000,43293.0000,43470.0000,22401.0000,22682.0000,23211.0000,23397.0000,23660.0000,15716.0000,16092.0000,16477.0000,16842.0000,17029.0000,70.1400
09771,Aichach-Friedberg,Landkreis,84346.0000,84729.0000,85613.0000,86002.0000,86919.0000,86893.0000,87134.0000,126720.0000,127250.0000,128435.0000,129294.0000,130916.0000,131399.0000,132596.0000,70906.0000,70746.0000,70769.0000,72680.0000,73650.0000,47484.0000,48847.0000,50123.0000,51134.0000,51871.0000,780.3300
09772,Augsburg,Landkreis,157214.0000,158095.0000,159419.0000,160291.0000,162106.0000,162565.0000,163326.0000,237839.0000,239004.0000,240911.0000,242697.0000,245600.0000,247539.0000,249838.0000,130186.0000,130601.0000,133286.0000,134114.0000,135754.0000,88774.0000,91276.0000,93229.0000,95072.0000,96549.0000,1071.1100
09773,Dillingen a.d.Donau,Landkreis,62300.0000,62357.0000,62269.0000,62558.0000,63134.0000,62828.0000,63065.0000,93212.0000,93122.0000,93129.0000,93478.0000,94575.0000,94556.0000,95159.0000,52511.0000,52808.0000,52615.0000,53393.0000,53716.0000,36517.0000,37377.0000,38291.0000,38857.0000,39430.0000,792.2200
09774,Günzburg,Landkreis,80261.0000,80576.0000,81114.0000,81905.0000,82733.0000,82871.0000,83218.0000,120134.0000,120130.0000,120696.0000,121828.0000,123153.0000,123498.0000,124519.0000,66558.0000,67384.0000,69167.0000,69070.0000,70005.0000,46863.0000,47922.0000,49374.0000,50646.0000,51600.0000,762.4400
09775,Neu-Ulm,Landkreis,108795.0000,109579.0000,110602.0000,111351.0000,113195.0000,113000.0000,113680.0000,164388.0000,165270.0000,166643.0000,167847.0000,170309.0000,171011.0000,172546.0000,92682.0000,92955.0000,94324.0000,95900.0000,97033.0000,64002.0000,65610.0000,66890.0000,68451.0000,69804.0000,515.8400
09776,Lindau (Bodensee),Landkreis,49984.0000,50318.0000,50608.0000,50876.0000,51645.0000,51995.0000,52105.0000,78455.0000,78641.0000,78939.0000,79387.0000,80429.0000,80961.0000,81148.0000,40672.0000,40987.0000,41100.0000,42302.0000,42802.0000,27198.0000,28079.0000,28702.0000,29297.0000,29912.0000,323.4600
09777,Ostallgäu,Landkreis,86888.0000,87444.0000,87981.0000,88677.0000,89886.0000,89807.0000,90133.0000,133607.0000,134118.0000,134771.0000,135894.0000,137709.0000,138265.0000,139278.0000,70771.0000,71061.0000,72963.0000,73295.0000,74391.0000,48146.0000,49473.0000,50801.0000,51686.0000,52948.0000,1394.9300
09778,Unterallgäu,Landkreis,88096.0000,88908.0000,89815.0000,90765.0000,91911.0000,92093.0000,92780.0000,135597.0000,136383.0000,137484.0000,138712.0000,140419.0000,141165.0000,142544.0000,72408.0000,73127.0000,75762.0000,75478.0000,76896.0000,50282.0000,51726.0000,53486.0000,54927.0000,56185.0000,1230.1000
09779,Donau-Ries,Landkreis,84836.0000,85742.0000,86292.0000,86766.0000,87520.0000,88056.0000,88317.0000,128072.0000,128939.0000,129422.0000,130203.0000,131345.0000,132298.0000,133043.0000,72705.0000,73138.0000,73476.0000,75137.0000,75928.0000,49864.0000,51110.0000,52955.0000,54088.0000,55201.0000,1274.6900
09780,Oberallgäu,Landkreis,96216.0000,96797.0000,97461.0000,97598.0000,98540.0000,98981.0000,99253.0000,148691.0000,149457.0000,150478.0000,150981.0000,152672.0000,153759.0000,154568.0000,79919.0000,80135.0000,81452.0000,82122.0000,83207.0000,53510.0000,54712.0000,55913.0000,57044.0000,58572.0000,1527.9600
10041,Regionalverband Saarbrücken,Landkreis,217595.0000,217945.0000,216982.0000,215476.0000,215854.0000,215883.0000,214983.0000,326996.0000,326638.0000,325978.0000,325604.0000,327380.0000,329593.0000,330150.0000,162799.0000,163060.0000,163866.0000,164288.0000,165429.0000,104394.0000,106769.0000,108633.0000,109850.0000,111554.0000,410.6300
10042,Merzig-Wadern,Landkreis,68995.0000,69165.0000,68898.0000,68415.0000,69011.0000,68449.0000,67782.0000,103639.0000,103520.0000,103135.0000,102987.0000,103997.0000,103908.0000,103656.0000,53354.0000,53357.0000,53882.0000,53568.0000,53987.0000,32247.0000,32659.0000,33147.0000,33482.0000,33715.0000,555.1600
10043,Neunkirchen,Landkreis,88784.0000,88463.0000,87582.0000,87082.0000,87337.0000,86668.0000,85549.0000,134957.0000,134099.0000,133222.0000,133021.0000,133735.0000,133984.0000,133297.0000,69655.0000,69639.0000,69138.0000,69704.0000,70123.0000,46135.0000,46448.0000,47415.0000,47698.0000,48143.0000,249.2500
10044,Saarlouis,Landkreis,130580.0000,130424.0000,129750.0000,128620.0000,128810.0000,127673.0000,125932.0000,197452.0000,196611.0000,195976.0000,195632.0000,197009.0000,196609.0000,195815.0000,102263.0000,101891.0000,102621.0000,102514.0000,102724.0000,68078.0000,68840.0000,69748.0000,70806.0000,71630.0000,459.0300
10045,Saarpfalz-Kreis,Landkreis,94532.0000,94218.0000,93853.0000,93138.0000,93427.0000,92492.0000,91303.0000,145099.0000,144291.0000,143851.0000,143532.0000,144584.0000,144100.0000,143402.0000,74733.0000,74853.0000,74517.0000,74912.0000,75165.0000,51338.0000,51864.0000,52538.0000,52831.0000,53708.0000,418.3900
10046,St. Wendel,Landkreis,59626.0000,59314.0000,58852.0000,58270.0000,58445.0000,57625.0000,56776.0000,89712.0000,89128.0000,88556.0000,88259.0000,88892.0000,88457.0000,87867.0000,47393.0000,47209.0000,46762.0000,46905.0000,47174.0000,31089.0000,31620.0000,32121.0000,32506.0000,32830.0000,476.2300
11000,"Berlin, Stadt",krsfr. Stadt,2258320.0000,2291866.0000,2320843.0000,2344437.0000,2367765.0000,2395343.0000,2416043.0000,3326002.0000,3375222.0000,3421829.0000,3469849.0000,3520031.0000,3574830.0000,3613495.0000,1725747.0000,1752745.0000,1795581.0000,1824319.0000,1827751.0000,1050411.0000,1088879.0000,1111370.0000,1143845.0000,1199827.0000,891.6900
12051,"Brandenburg an der Havel, Stadt",krsfr. Stadt,45133.0000,44632.0000,44442.0000,44204.0000,44345.0000,44018.0000,43733.0000,71381.0000,71149.0000,71032.0000,71032.0000,71574.0000,71664.0000,71886.0000,38421.0000,38455.0000,38550.0000,38131.0000,37907.0000,24881.0000,25161.0000,25511.0000,25855.0000,26063.0000,229.7100
12052,"Cottbus, Stadt",krsfr. Stadt,66693.0000,66347.0000,65696.0000,65092.0000,64582.0000,64211.0000,63789.0000,99974.0000,99913.0000,99595.0000,99491.0000,99687.0000,100416.0000,101036.0000,54208.0000,53944.0000,53644.0000,53188.0000,52927.0000,34691.0000,34677.0000,35244.0000,35666.0000,35918.0000,165.1500
12053,"Frankfurt (Oder), Stadt",krsfr. Stadt,39191.0000,38559.0000,37981.0000,37398.0000,37430.0000,36991.0000,36554.0000,59063.0000,58537.0000,58018.0000,57649.0000,58092.0000,58193.0000,58237.0000,32463.0000,32124.0000,31930.0000,31592.0000,31030.0000,20796.0000,20454.0000,20659.0000,20500.0000,20651.0000,147.8500
12054,"Potsdam, Stadt",krsfr. Stadt,105473.0000,106255.0000,107237.0000,108441.0000,110542.0000,112735.0000,114886.0000,157603.0000,159456.0000,161468.0000,164042.0000,167745.0000,171810.0000,175710.0000,83353.0000,84476.0000,86147.0000,87653.0000,88696.0000,59035.0000,60726.0000,61996.0000,63366.0000,64731.0000,188.2500
12060,Barnim,Landkreis,114374.0000,113931.0000,113776.0000,113899.0000,114654.0000,114437.0000,114370.0000,172572.0000,173193.0000,173754.0000,174981.0000,177411.0000,179365.0000,180864.0000,94240.0000,94371.0000,95287.0000,95006.0000,94987.0000,64176.0000,65125.0000,66638.0000,67687.0000,69122.0000,1479.6700
12061,Dahme-Spreewald,Landkreis,104066.0000,103922.0000,103890.0000,104417.0000,105728.0000,105669.0000,105474.0000,160108.0000,160314.0000,160793.0000,161952.0000,164528.0000,166074.0000,167319.0000,86056.0000,86589.0000,86597.0000,87681.0000,88064.0000,60393.0000,61022.0000,62217.0000,63625.0000,64848.0000,2274.4700
12062,Elbe-Elster,Landkreis,70069.0000,68843.0000,67673.0000,66485.0000,65662.0000,64523.0000,63197.0000,109087.0000,107649.0000,106157.0000,104997.0000,104673.0000,104397.0000,103455.0000,59141.0000,58587.0000,58016.0000,57413.0000,56674.0000,38557.0000,38563.0000,38928.0000,39200.0000,39022.0000,1899.5400
12063,Havelland,Landkreis,100419.0000,100573.0000,100767.0000,101486.0000,103020.0000,103131.0000,103104.0000,152915.0000,153294.0000,153874.0000,155408.0000,158236.0000,159685.0000,160710.0000,82663.0000,82962.0000,84032.0000,84592.0000,84848.0000,56670.0000,58009.0000,59038.0000,60298.0000,61372.0000,1727.3000
12064,Märkisch-Oderland,Landkreis,124462.0000,123733.0000,123408.0000,122959.0000,123627.0000,122778.0000,122383.0000,187085.0000,186925.0000,187668.0000,188422.0000,190714.0000,191685.0000,192921.0000,102874.0000,102237.0000,101122.0000,101564.0000,101419.0000,68076.0000,68641.0000,69809.0000,70558.0000,72070.0000,2158.6700
12065,Oberhavel,Landkreis,132126.0000,132355.0000,132583.0000,133390.0000,134556.0000,134203.0000,134049.0000,201199.0000,202162.0000,203012.0000,204898.0000,207524.0000,208639.0000,209893.0000,109624.0000,111163.0000,111517.0000,111494.0000,111398.0000,74699.0000,75990.0000,77536.0000,78705.0000,80121.0000,1808.1800
12066,Oberspreewald-Lausitz,Landkreis,74089.0000,72572.0000,71522.0000,70489.0000,69510.0000,68253.0000,66881.0000,116898.0000,115212.0000,113842.0000,112896.0000,112450.0000,111962.0000,111122.0000,64450.0000,63662.0000,62486.0000,61925.0000,61202.0000,41097.0000,40768.0000,41317.0000,41628.0000,41705.0000,1223.0800
12067,Oder-Spree,Landkreis,115283.0000,114221.0000,113487.0000,113420.0000,115945.0000,111769.0000,110045.0000,177764.0000,177047.0000,176850.0000,177823.0000,182397.0000,178849.0000,178347.0000,97876.0000,97602.0000,96544.0000,95414.0000,94592.0000,65580.0000,65620.0000,66874.0000,67152.0000,67803.0000,2256.7900
12068,Ostprignitz-Ruppin,Landkreis,65903.0000,65156.0000,64721.0000,64400.0000,63980.0000,63382.0000,62674.0000,99753.0000,99125.0000,98944.0000,98886.0000,99110.0000,99414.0000,99368.0000,55275.0000,54994.0000,54125.0000,53120.0000,52159.0000,36218.0000,36208.0000,36598.0000,36735.0000,37168.0000,2526.5500
12069,Potsdam-Mittelmark,Landkreis,133952.0000,134190.0000,134636.0000,135441.0000,137071.0000,136536.0000,136013.0000,203391.0000,204388.0000,205520.0000,207498.0000,210910.0000,212207.0000,213214.0000,109732.0000,110191.0000,111647.0000,111716.0000,111818.0000,77423.0000,78386.0000,79668.0000,81003.0000,82201.0000,2591.9700
12070,Prignitz,Landkreis,50906.0000,50183.0000,49476.0000,48962.0000,48672.0000,48216.0000,47333.0000,79574.0000,78799.0000,77993.0000,77550.0000,77573.0000,77813.0000,77263.0000,42993.0000,42687.0000,42055.0000,41448.0000,40905.0000,27791.0000,27613.0000,28175.0000,28284.0000,28665.0000,2138.6100
12071,Spree-Neiße,Landkreis,79261.0000,77921.0000,76760.0000,75547.0000,74480.0000,72847.0000,70929.0000,121571.0000,120178.0000,118899.0000,118030.0000,117635.0000,116826.0000,115456.0000,67905.0000,67176.0000,66356.0000,65175.0000,64256.0000,44154.0000,44265.0000,44466.0000,44372.0000,44180.0000,1657.4600
12072,Teltow-Fläming,Landkreis,105535.0000,105255.0000,105577.0000,105766.0000,106744.0000,106547.0000,107228.0000,159511.0000,159686.0000,160448.0000,161488.0000,163553.0000,164771.0000,166890.0000,88716.0000,89179.0000,90132.0000,90306.0000,90417.0000,62993.0000,64029.0000,64930.0000,65604.0000,66549.0000,2104.1900
12073,Uckermark,Landkreis,80250.0000,79011.0000,77703.0000,76532.0000,75974.0000,74998.0000,73561.0000,123731.0000,122484.0000,121326.0000,120829.0000,121014.0000,120878.0000,120349.0000,68612.0000,68508.0000,67632.0000,65210.0000,63880.0000,42394.0000,41963.0000,42665.0000,42474.0000,42289.0000,3076.9300
13003,"Rostock, Stadt",krsfr. Stadt,134233.0000,134375.0000,134319.0000,134094.0000,134465.0000,134817.0000,134397.0000,201813.0000,202887.0000,203431.0000,204167.0000,206011.0000,207513.0000,208409.0000,102209.0000,103146.0000,104513.0000,104650.0000,105057.0000,69022.0000,70689.0000,72645.0000,73837.0000,75226.0000,181.2600
13004,"Schwerin, Stadt",krsfr. Stadt,58695.0000,58260.0000,58273.0000,58139.0000,61134.0000,59676.0000,59149.0000,91327.0000,91264.0000,91583.0000,92138.0000,96800.0000,95668.0000,95797.0000,49021.0000,48921.0000,48836.0000,48440.0000,48390.0000,32410.0000,32726.0000,33551.0000,33941.0000,34330.0000,130.5200
13071,Mecklenburgische Seenplatte,Landkreis,175946.0000,173421.0000,171093.0000,169199.0000,168380.0000,165789.0000,162976.0000,266593.0000,264261.0000,262412.0000,261733.0000,262517.0000,261816.0000,260574.0000,144299.0000,142335.0000,140748.0000,138156.0000,136727.0000,95815.0000,94624.0000,95981.0000,96516.0000,96162.0000,5470.3400
13072,Landkreis Rostock,Landkreis,140993.0000,139619.0000,138825.0000,138686.0000,138503.0000,136935.0000,135713.0000,211863.0000,210732.0000,210555.0000,211878.0000,213473.0000,213945.0000,214635.0000,112659.0000,111635.0000,111376.0000,109382.0000,108786.0000,78498.0000,78627.0000,79656.0000,80512.0000,81129.0000,3422.5600
13073,Vorpommern-Rügen,Landkreis,146509.0000,145083.0000,143839.0000,143416.0000,143398.0000,141974.0000,140372.0000,224751.0000,223718.0000,223109.0000,223470.0000,224820.0000,224971.0000,225123.0000,117601.0000,116552.0000,116902.0000,114443.0000,112820.0000,80399.0000,80298.0000,80812.0000,80828.0000,81567.0000,3207.3200
13074,Nordwestmecklenburg,Landkreis,103757.0000,103119.0000,102306.0000,102035.0000,101947.0000,101313.0000,100435.0000,156004.0000,155801.0000,155265.0000,155424.0000,156270.0000,156825.0000,156993.0000,85896.0000,85137.0000,84162.0000,83543.0000,83261.0000,59219.0000,59228.0000,60378.0000,60818.0000,61435.0000,2118.5300
13075,Vorpommern-Greifswald,Landkreis,160370.0000,158451.0000,157010.0000,155392.0000,154339.0000,151763.0000,149840.0000,240971.0000,239291.0000,238185.0000,237697.0000,238358.0000,237374.0000,237066.0000,124779.0000,123360.0000,122322.0000,120391.0000,119067.0000,80404.0000,81656.0000,82488.0000,83026.0000,83278.0000,3929.7100
13076,Ludwigslust-Parchim,Landkreis,143218.0000,141811.0000,141167.0000,140629.0000,140904.0000,137868.0000,136301.0000,213577.0000,212373.0000,211965.0000,212631.0000,214113.0000,212562.0000,212522.0000,119776.0000,117769.0000,117326.0000,114868.0000,114017.0000,84997.0000,84449.0000,85429.0000,85885.0000,86845.0000,4752.4000
14511,"Chemnitz, Stadt",krsfr. Stadt,149741.0000,149445.0000,149581.0000,149770.0000,152332.0000,148841.0000,147704.0000,240543.0000,241210.0000,242022.0000,243521.0000,248645.0000,246353.0000,246855.0000,121969.0000,122226.0000,122447.0000,122888.0000,123526.0000,83543.0000,84387.0000,85589.0000,86940.0000,88160.0000,220.8600
14521,Erzgebirgskreis,Landkreis,227158.0000,223365.0000,219511.0000,215900.0000,211265.0000,204857.0000,199240.0000,359103.0000,355275.0000,351309.0000,349582.0000,347665.0000,344136.0000,340373.0000,191449.0000,188658.0000,186517.0000,184356.0000,181677.0000,133913.0000,132801.0000,133515.0000,133695.0000,133482.0000,1828.4400
14522,Mittelsachsen,Landkreis,201346.0000,198546.0000,196038.0000,193172.0000,191342.0000,187808.0000,184423.0000,320062.0000,317204.0000,314591.0000,312711.0000,312450.0000,310505.0000,308153.0000,173499.0000,171651.0000,170376.0000,168345.0000,166842.0000,122199.0000,121686.0000,122504.0000,122707.0000,122300.0000,2113.3900
14523,Vogtlandkreis,Landkreis,147996.0000,145819.0000,143663.0000,141411.0000,140030.0000,137190.0000,134759.0000,238443.0000,236227.0000,233970.0000,232390.0000,232318.0000,231051.0000,229584.0000,124290.0000,122857.0000,120964.0000,120478.0000,118523.0000,87900.0000,87861.0000,86665.0000,86958.0000,88409.0000,1411.9400
14524,Zwickau,Landkreis,207550.0000,204550.0000,201643.0000,198635.0000,196328.0000,192299.0000,188854.0000,333291.0000,330294.0000,327062.0000,325137.0000,324534.0000,322099.0000,319988.0000,174046.0000,172706.0000,171157.0000,170223.0000,169694.0000,122941.0000,123052.0000,124418.0000,125354.0000,126194.0000,949.2400
14612,"Dresden, Stadt",krsfr. Stadt,337936.0000,342312.0000,345450.0000,347780.0000,351498.0000,351044.0000,351542.0000,517765.0000,525105.0000,530754.0000,536308.0000,543825.0000,547172.0000,551072.0000,266247.0000,270377.0000,275443.0000,279979.0000,284136.0000,189186.0000,195284.0000,200623.0000,205436.0000,209307.0000,328.3100
14625,Bautzen,Landkreis,197141.0000,194334.0000,191600.0000,189122.0000,187504.0000,184374.0000,181011.0000,313618.0000,310898.0000,308350.0000,306570.0000,306273.0000,304691.0000,302634.0000,168709.0000,167944.0000,167473.0000,163392.0000,161563.0000,117122.0000,117342.0000,118737.0000,119119.0000,118764.0000,2390.7300
14626,Görlitz,Landkreis,165106.0000,162090.0000,159873.0000,157290.0000,155967.0000,152887.0000,150178.0000,267815.0000,264673.0000,262168.0000,260188.0000,260000.0000,258337.0000,256587.0000,136885.0000,134531.0000,133367.0000,131200.0000,129818.0000,89156.0000,88990.0000,91202.0000,91670.0000,91000.0000,2106.3200
14627,Meißen,Landkreis,153440.0000,151682.0000,150491.0000,149593.0000,149713.0000,147147.0000,144906.0000,246237.0000,244717.0000,243716.0000,243745.0000,245244.0000,243889.0000,242862.0000,130130.0000,130171.0000,129710.0000,128068.0000,127398.0000,91779.0000,91845.0000,92767.0000,93447.0000,94168.0000,1452.4000
14628,Sächsische Schweiz-Osterzgebirge,Landkreis,152778.0000,151743.0000,151409.0000,150181.0000,150002.0000,147171.0000,145228.0000,246275.0000,245927.0000,245939.0000,245954.0000,247412.0000,246066.0000,245418.0000,130950.0000,129823.0000,128302.0000,128975.0000,129361.0000,92453.0000,92850.0000,94227.0000,95468.0000,95571.0000,1653.6900
14713,"Leipzig, Stadt",krsfr. Stadt,334435.0000,342222.0000,350221.0000,359035.0000,369573.0000,375484.0000,382493.0000,510043.0000,520838.0000,531562.0000,544479.0000,560472.0000,571088.0000,581980.0000,260083.0000,264692.0000,270145.0000,277967.0000,285366.0000,177640.0000,186116.0000,193866.0000,203027.0000,210795.0000,297.3900
14729,Leipzig,Landkreis,166749.0000,164649.0000,162830.0000,161655.0000,160658.0000,158795.0000,156875.0000,260925.0000,259207.0000,257596.0000,257647.0000,258408.0000,258333.0000,258008.0000,141916.0000,140412.0000,138500.0000,137017.0000,136075.0000,98072.0000,97682.0000,99385.0000,100718.0000,101278.0000,1647.1600
14730,Nordsachsen,Landkreis,129465.0000,128084.0000,126700.0000,125696.0000,125051.0000,124085.0000,122795.0000,200062.0000,198629.0000,197346.0000,197042.0000,197605.0000,198063.0000,197794.0000,112137.0000,110310.0000,108787.0000,108486.0000,107989.0000,76084.0000,76328.0000,77618.0000,78269.0000,78828.0000,2020.3500
15001,"Dessau-Roßlau, Stadt",krsfr. Stadt,52669.0000,51717.0000,50800.0000,49975.0000,49379.0000,48488.0000,47740.0000,85488.0000,84606.0000,83616.0000,83061.0000,82919.0000,82505.0000,82111.0000,43284.0000,42802.0000,42387.0000,42212.0000,41785.0000,29837.0000,29773.0000,30061.0000,29814.0000,30051.0000,244.7400
15002,"Halle (Saale), Stadt",krsfr. Stadt,150141.0000,150216.0000,149749.0000,149252.0000,151546.0000,150919.0000,150485.0000,230494.0000,231440.0000,231565.0000,232470.0000,236991.0000,238005.0000,239173.0000,111619.0000,111276.0000,113074.0000,114485.0000,115245.0000,76753.0000,78144.0000,79198.0000,80094.0000,81505.0000,135.0200
15003,"Magdeburg, Stadt",krsfr. Stadt,149266.0000,149251.0000,149421.0000,149746.0000,151413.0000,151811.0000,150623.0000,228910.0000,229924.0000,231021.0000,232305.0000,235723.0000,238136.0000,238478.0000,117198.0000,117377.0000,118698.0000,120317.0000,121416.0000,80961.0000,82331.0000,83979.0000,85694.0000,86861.0000,201.0000
15081,Altmarkkreis Salzwedel,Landkreis,57720.0000,57111.0000,56534.0000,56051.0000,55761.0000,54733.0000,53673.0000,87624.0000,86878.0000,86312.0000,86071.0000,86164.0000,85236.0000,84457.0000,48304.0000,47604.0000,47663.0000,47396.0000,47091.0000,35438.0000,35107.0000,35597.0000,35860.0000,36007.0000,2293.0200
15082,Anhalt-Bitterfeld,Landkreis,109803.0000,107763.0000,106368.0000,104595.0000,103667.0000,101399.0000,99020.0000,170827.0000,168475.0000,166828.0000,165076.0000,164817.0000,163100.0000,161264.0000,91643.0000,91475.0000,90383.0000,89162.0000,86754.0000,64151.0000,63732.0000,62714.0000,62515.0000,62490.0000,1453.5100
15083,Börde,Landkreis,117434.0000,116064.0000,114767.0000,113965.0000,113594.0000,112017.0000,110549.0000,175198.0000,174001.0000,172955.0000,172830.0000,173473.0000,172959.0000,172619.0000,100046.0000,98831.0000,97500.0000,97323.0000,96238.0000,73852.0000,73398.0000,73184.0000,73265.0000,74143.0000,2366.6100
15084,Burgenlandkreis,Landkreis,119247.0000,117437.0000,116571.0000,115282.0000,114587.0000,113070.0000,111138.0000,188149.0000,186081.0000,184956.0000,184055.0000,184081.0000,183174.0000,181968.0000,97102.0000,96037.0000,96975.0000,96027.0000,94873.0000,67663.0000,67483.0000,68484.0000,69295.0000,70108.0000,1413.6700
15085,Harz,Landkreis,143895.0000,141576.0000,139580.0000,137642.0000,138000.0000,135859.0000,132101.0000,225191.0000,223094.0000,221043.0000,219618.0000,221366.0000,219643.0000,216299.0000,119220.0000,118767.0000,117921.0000,115279.0000,112479.0000,84154.0000,83973.0000,83281.0000,83813.0000,84288.0000,2104.5400
15086,Jerichower Land,Landkreis,61083.0000,60154.0000,59516.0000,58870.0000,58625.0000,57744.0000,56611.0000,93242.0000,92367.0000,91721.0000,91359.0000,91693.0000,91345.0000,90465.0000,50543.0000,49801.0000,49119.0000,48764.0000,48418.0000,35669.0000,35561.0000,35538.0000,35478.0000,35562.0000,1576.8300
15087,Mansfeld-Südharz,Landkreis,92672.0000,90952.0000,89476.0000,88079.0000,86990.0000,84796.0000,82806.0000,146659.0000,144735.0000,143246.0000,142054.0000,141408.0000,139781.0000,138013.0000,74519.0000,73190.0000,72291.0000,71387.0000,70885.0000,50000.0000,49587.0000,50212.0000,50102.0000,50040.0000,1448.8200
15088,Saalekreis,Landkreis,125496.0000,123725.0000,121892.0000,120001.0000,118853.0000,117214.0000,115565.0000,190747.0000,189217.0000,187690.0000,186510.0000,186431.0000,185951.0000,185494.0000,105616.0000,105258.0000,104163.0000,102959.0000,101851.0000,75098.0000,74938.0000,75562.0000,75563.0000,75481.0000,1433.6700
15089,Salzlandkreis,Landkreis,129934.0000,127648.0000,125375.0000,123326.0000,122389.0000,119811.0000,117618.0000,203785.0000,201210.0000,198715.0000,196750.0000,196695.0000,194575.0000,192739.0000,104532.0000,104644.0000,104877.0000,102584.0000,100644.0000,71323.0000,71126.0000,71235.0000,71281.0000,71274.0000,1426.7500
15090,Stendal,Landkreis,77589.0000,76274.0000,75227.0000,74216.0000,74225.0000,72918.0000,71231.0000,118268.0000,116666.0000,115471.0000,114668.0000,115262.0000,114393.0000,113186.0000,63144.0000,62098.0000,61196.0000,60661.0000,59265.0000,42504.0000,42118.0000,40892.0000,41582.0000,42012.0000,2423.1600
15091,Wittenberg,Landkreis,84149.0000,82801.0000,81727.0000,80744.0000,79884.0000,78244.0000,76905.0000,132154.0000,130699.0000,129438.0000,128721.0000,128447.0000,127449.0000,126815.0000,69943.0000,68811.0000,68600.0000,68254.0000,67947.0000,49031.0000,49139.0000,49210.0000,49820.0000,49621.0000,1930.3100
16051,"Erfurt, Stadt",krsfr. Stadt,134770.0000,135310.0000,135632.0000,135736.0000,137952.0000,137459.0000,137906.0000,201952.0000,203485.0000,204880.0000,206219.0000,210118.0000,211113.0000,212988.0000,104743.0000,105045.0000,106233.0000,107144.0000,107687.0000,72083.0000,73097.0000,75447.0000,76674.0000,78137.0000,269.8800
16052,"Gera, Stadt",krsfr. Stadt,60611.0000,60023.0000,59367.0000,58524.0000,58872.0000,57277.0000,56592.0000,95746.0000,95384.0000,94977.0000,94492.0000,96011.0000,94750.0000,94859.0000,50556.0000,49900.0000,49252.0000,49242.0000,48803.0000,33019.0000,33371.0000,33830.0000,33807.0000,33655.0000,152.1900
16053,"Jena, Stadt",krsfr. Stadt,72318.0000,72337.0000,72572.0000,72464.0000,72794.0000,72749.0000,72877.0000,106428.0000,106915.0000,107679.0000,108207.0000,109527.0000,110321.0000,111099.0000,53310.0000,53584.0000,53871.0000,54101.0000,54254.0000,37060.0000,37483.0000,37979.0000,38531.0000,38783.0000,114.7600
16054,"Suhl, Stadt",krsfr. Stadt,23229.0000,22526.0000,22055.0000,22272.0000,22218.0000,21091.0000,20501.0000,36570.0000,35967.0000,35665.0000,36208.0000,36778.0000,35608.0000,35166.0000,20093.0000,19606.0000,19324.0000,19021.0000,18807.0000,13754.0000,13523.0000,13503.0000,13431.0000,13343.0000,103.0200
16055,"Weimar, Stadt",krsfr. Stadt,41227.0000,41248.0000,41124.0000,40949.0000,41309.0000,41147.0000,40883.0000,62886.0000,63236.0000,63315.0000,63477.0000,64131.0000,64355.0000,64426.0000,30761.0000,30649.0000,30744.0000,30785.0000,30805.0000,20569.0000,20848.0000,21319.0000,21501.0000,21778.0000,84.4800
16056,"Eisenach, Stadt",krsfr. Stadt,26259.0000,26198.0000,26040.0000,26076.0000,26476.0000,26422.0000,26377.0000,41708.0000,41744.0000,41567.0000,41884.0000,42417.0000,42588.0000,42710.0000,21719.0000,21686.0000,21798.0000,21854.0000,21873.0000,15338.0000,15585.0000,15866.0000,16205.0000,16630.0000,104.1700
