Kennziffer,Raumeinheit,Aggregat,Verfgb. Ausbildungsstellen je 100 Bewerber,Verfgb. Ausbildungsstellen je 100 Bewerber (2012=100),"Entwicklung Erwerbsfähige (20-u.65 Jahre), (2015 = 100)",Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) in Jahren,Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) in Jahren,Entwicklung Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) (2015 = 100),Ersatzquote (15-u.20-Jährige je 100 60-u.65-jährige Erwerbsfähige),Ersatzquote (15-u.20-Jährige je 100 60-u.65-jährige Erwerbsfähige),Entwicklung  Ersatzquote (2015 = 100),Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Entwicklung Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Entwicklung Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),Entwicklung Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),JungeEinwohner  (u. 20) je 100 Einwohner,JungeEinwohner  (u. 20) je 100 Einwohner,Entwicklung JungeEinwohner  (u. 20) je 100 Einwohner,Alte Einwohner (65+) je 100 Einwohner,Alte Einwohner (65+) je 100 Einwohner,Entwicklung Alte Einwohner (65+) je 100 Einwohner,Regionales Bevölkerungspotenzial (von BBSR),Regionales Bevölkerungspotenzial (von BBSR),Entwicklung Regionales Bevölkerungspotenzial (von BBSR),Erreichbarkeit Agglomerationsräume PKW/Schiene,Erreichbarkeit Agglomerationsräume PKW/Schiene,Entwicklung Erreichbarkeit Agglomerationsräume PKW/Schiene,Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Entwicklung Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Haushalte Breitband 50Mbit/s BBSR,Haushalte Breitband 50Mbit/s BBSR,Entwicklung Haushalte Breitband 50Mbit/s BBSR,Haushalte Breitband 100Mbit/s BBSR,Personaleinsatz Wissenstransfereinrichtungen BBSR
,,,2016,2012-16,2015-35,2015,2035,2015-35,2015,2035,2014-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,1990,2015,1990-2015,2012,2017,2012-17,2012,2017,2012-17,2014,2017,2014-17,2017,2017
185,Nürnberg,Arbeitsmarktregion,110.5338786,102.7357257,89.26448799,43.00212285,43.52503701,101.2160194,79.36535056,67.93628915,85.59943183,169.0324966,189.8153083,112.2951575,38.18720766,44.2659482,115.918264,57.35256177,73.87843819,128.8145393,17.27889759,15.77015132,91.26827239,20.90831007,28.49579688,136.2893356,558481.4874,603988.9198,108.1484227,66.19856841,61.35104555,92.67729956,35.71574248,35.74612236,100.0850602,74.35231476,86.40694646,116.2128533,69.19815482,73.49949106
186,Weißenburg-Gunzenhausen,Arbeitsmarktregion,114.3695015,101.8871548,80.46765023,44.24154921,44.16929456,99.83668147,86.70089434,72.3377097,83.43363728,209.5072464,215.6688742,102.9410094,40.33118434,49.3399169,122.3368907,61.68785664,89.34183652,144.8288875,18.64275507,16.78233947,90.02070459,21.68842927,32.55757743,150.1149623,170035.2559,186572.8075,109.7259545,86.26590446,84,97.37334874,150.598627,142.9799152,94.9410483,60.649299,84.28384173,138.9691936,57.1638044,4.036310449
187,Ansbach,Arbeitsmarktregion,114.2503098,104.8243429,83.0057559,43.8081217,43.91073639,100.2342367,90.13545139,72.92221124,80.90291901,193.7724412,203.5478759,105.0448013,39.20554739,47.48633253,121.1214629,58.83966477,83.16844942,141.3475922,18.98925422,16.66093206,87.73873827,20.21629317,30.82540047,152.4780048,193613.0254,212970.2059,109.997871,79.91663938,79.27351332,99.19525387,88.10143654,88.10143654,100,57.54949058,73.37305883,127.4955835,57.32638456,4.036310449
188,Neustadt/Aisch,Arbeitsmarktregion,107.5353218,98.574045,83.94894996,44.2122358,44.13002735,99.8140595,85.51183477,72.12020033,84.33943738,208.9700997,216.1986017,103.4591083,39.30924254,48.0501029,122.2361455,59.10981697,85.10028123,143.9697932,18.84675676,16.39835776,87.00891071,20.46248578,31.65174514,154.6818186,196576.7611,216473.9055,110.1218192,85.72315766,84.9432148,99.09016083,112.3924294,112.3924294,100,44.62825908,63.40796781,142.0803077,42.55695981,4.036310449
189,Kitzingen,Arbeitsmarktregion,110.6687898,103.0583286,84.58535867,43.91263441,44.18506748,100.6203979,83.33905285,67.78609235,81.33772827,198.3542245,219.8459329,110.8350142,38.48244928,47.20450497,122.6650222,57.42027075,82.72243928,144.0648715,18.11705008,15.52376027,85.68591579,20.36539921,31.6807447,155.5616189,193862.2212,205646.1075,106.0784851,85.80413362,84.7903629,98.81850596,90.44945426,90.44945426,100,46.27229565,72.49552989,156.6715653,42.31865848,107.5189264
190,Würzburg,Arbeitsmarktregion,110.6593951,102.956774,87.0128384,41.79423689,41.98293764,100.4514995,76.62920073,77.05249429,100.552392,127.0149782,133.7351033,105.2908131,36.33604046,43.76391119,120.4421578,53.16403653,72.45983848,136.2948399,16.37808715,15.90243147,97.09577997,19.95795331,27.86147973,139.6008864,254441.9146,265825.5216,104.4739512,75.26671408,73.41954502,97.54583539,83.22335887,83.22335887,100,68.5074311,81.73436823,119.3073028,64.49640807,107.5189264
191,Schweinfurt,Arbeitsmarktregion,114.2493639,107.711489,78.94018695,44.01776877,43.9210696,99.78031788,77.54168908,71.78299702,92.57342453,199.6313986,204.690925,102.5344342,39.98618911,48.26249157,120.6979026,61.23531889,86.05683414,140.5346387,17.8172685,15.85146922,88.96688751,22.16892061,32.41102235,146.2002725,200897.5055,207264.3677,103.1692092,93.96719507,88.21020799,93.87340755,113.2683886,113.2440393,99.97850299,66.39677161,82.47035253,124.2083772,62.66223666,2.368808883
192,Haßfurt,Arbeitsmarktregion,114.0961857,107.5718571,78.06464137,44.37768611,44.1792739,99.55290096,83.75128822,69.72754793,83.25549304,216.0774059,218.1644359,100.9658715,38.55484918,48.77657339,126.5121624,57.32120374,87.68948935,152.9791484,18.52717709,15.95485868,86.11597224,20.02767209,32.82171471,163.8818259,168414.2448,173970.5802,103.2992075,78,76,97.43589744,108.4451421,108.4451421,100,42.37033056,70.886766,167.3028392,45.81797414,2.368808883
193,Bad Neustadt/Saale,Arbeitsmarktregion,114.3106457,107.8064838,73.14883593,44.6282922,44.52837497,99.77611236,80.77061577,68.04284758,84.24208102,226.6643143,228.7860473,100.9360684,40.14582778,50.24109257,125.1464856,61.2421277,92.76308775,151.4694071,18.57398727,15.40249466,82.9250846,21.5718405,34.83859791,161.50035,140533.6064,135650.9242,96.5256124,123.1079765,117,95.03852095,136.8442763,136.8650206,100.015159,40.98874445,51.18348798,124.8720561,35.46406254,2.368808883
194,Bad Kissingen,Arbeitsmarktregion,114.2469471,107.6632247,75.47853683,44.87122098,44.72266481,99.66892773,73.67486339,62.11078335,84.30390026,236.7855445,239.2663043,101.0476822,41.135986,51.17974979,124.4160035,64.10830026,96.72104371,150.8713276,17.30328683,14.63883667,84.60147957,23.83269917,36.54091312,153.3225962,157750.6904,160110.9379,101.4961884,111.311554,107.8233154,96.86623851,135.027395,134.5873367,99.67409706,54.55688376,75.45560373,138.3062934,59.3348587,2.368808883
195,Lohr am Main,Arbeitsmarktregion,110.619469,102.9043587,79.19974803,44.61074658,44.29329257,99.28839118,75.70981444,66.27782247,87.54191641,225.3248649,223.835233,99.33889587,39.29513172,49.05368901,124.8340109,59.44753778,88.99592612,149.7049826,17.4177667,15.20260003,87.28214299,21.87736503,33.85108898,154.7311065,204393.1828,214161.0926,104.7789802,85.53874328,84.88644847,99.23742764,119.8272494,119.8272494,100,16.23388125,61.52614098,378.9983432,32.16495541,107.5189264
196,Aschaffenburg,Arbeitsmarktregion,105.8589079,100.1725679,82.04467964,44.06720592,44.04409537,99.94755611,83.86843843,66.70565478,79.53606389,205.7156477,212.3307176,103.2156377,38.79579487,47.44391864,122.2913947,58.14163725,83.56776469,143.7313578,18.13453904,15.77131774,86.96839608,20.66125583,31.6726009,153.2946553,426913.6208,466371.7493,109.2426492,68.91901231,68.0291799,98.70887237,64.02923471,63.95006952,99.87636086,58.47965739,76.91287016,131.5207263,54.34553101,8.99949701
197,Donauwörth-Nördlingen,Arbeitsmarktregion,112.3762376,102.8015806,84.3606197,43.67606606,43.98282498,100.7023502,95.39274924,71.84858508,75.31870677,191.2542015,207.5887076,108.5407306,39.33340571,47.32923121,120.3283325,59.10966088,82.52483928,139.6131158,19.66747833,17.57288449,89.34996243,19.66592738,29.75634672,151.3091457,166989.2798,185282.2328,110.9545673,77.63070763,74.63841314,96.1454757,174.1542336,148.6665956,85.36490475,63.31251148,70.88637515,111.962665,47.6143846,12.81257367
198,Dillingen,Arbeitsmarktregion,112.3287671,102.6690451,86.84233533,43.78792992,43.91368341,100.2871876,92.76425475,75.25945765,81.12980356,192.2009312,205.8904899,107.1225246,39.0482788,47.72055031,122.2091006,58.38419249,83.70259592,143.3651684,19.58222317,17.62402501,90.00012337,19.46605563,30.0965253,154.6102912,214009.9762,238833.8213,111.5993869,79.29950395,79.11231398,99.7639456,139.5495564,133.9210808,95.96668326,62.27877761,69.28692267,111.2528623,39.1485713,12.81257367
199,Günzburg,Arbeitsmarktregion,112.4335813,102.412763,86.04418214,43.68095187,43.88402605,100.4649033,96.28143392,76.5085639,79.46346537,189.8966068,204.8907669,107.89596,38.93586596,47.23499626,121.3148728,58.10124084,82.0261485,141.1779634,19.65928534,18.2252843,92.7057316,19.27658062,29.00971196,150.4920013,238287.248,268634.1435,112.7354257,86.83520261,84.59965186,97.4255248,96.13738771,95.74202448,99.58875185,56.97209624,76.42810362,134.1500641,40.74552467,1.829126892
200,Augsburg,Arbeitsmarktregion,107.2678608,101.3757664,90.08584782,42.89735384,43.32153104,100.988819,90.12623986,73.04584932,81.04837109,163.1154847,180.4895946,110.6514167,38.46116913,44.902709,116.7481645,57.57475992,75.40239511,130.964324,18.29727457,16.8900437,92.30906843,20.16389456,28.0126653,138.9248749,384027.5327,447050.3917,116.4110262,68.34354779,69.05079668,101.0348437,84.0493825,83.83739773,99.74778545,73.23240627,87.33297294,119.2545451,67.50260371,12.81257367
201,Memmingen,Arbeitsmarktregion,110.2372035,100.4308265,86.58743473,43.70763982,44.02542151,100.7270621,96.38058678,73.73316797,76.5020949,191.8030392,209.4555162,109.2034397,40.68139634,48.51521214,119.2565067,62.38137286,86.40437551,138.5098973,19.43052978,17.48905813,90.00813839,21.25086656,31.02615401,145.9994769,193828.2673,222604.6858,114.8463476,96.08515787,96.77231394,100.7151532,84.87939809,84.91923964,100.046939,61.77438698,67.22304178,108.8202491,52.94327591,1.829126892
202,Kaufbeuren,Arbeitsmarktregion,110.2402023,100.949187,88.54168649,43.81260586,43.98319219,100.3893545,92.9743029,73.68236429,79.25024657,196.0770682,207.934278,106.047219,40.81111981,48.26650655,118.2680279,62.84899,85.57178623,136.1545925,19.35434818,17.54620055,90.65766712,21.45677163,30.720306,143.173011,171822.0275,196121.8478,114.142436,110.8448589,114.7731428,103.5439477,119.057282,118.8911976,99.86050047,68.31907903,76.73116958,112.3129449,64.97957976,3.516164952
203,Kempten,Arbeitsmarktregion,110.3322949,100.9598049,86.72593429,43.64274403,43.95534915,100.716282,87.79131759,69.55017301,79.22215421,188.7610372,204.7222643,108.4557848,40.76016032,48.15538622,118.1432699,63.10287308,85.57615431,135.6137211,18.04637684,16.65823093,92.30789694,22.71378348,31.49715528,138.6697875,167037.5952,185105.3073,110.8165542,116.5667823,118.6085803,101.7516123,97.48807978,97.48807978,100,78.90136448,83.522545,105.8569082,75.27089645,3.516164952
204,Lindau,Arbeitsmarktregion,110.3107345,101.0091706,92.02955982,43.98548784,44.39961363,100.9415055,99.67574578,66.36447734,66.58036698,204.8257373,229.4511761,112.0226291,41.40938755,47.68335302,115.1510704,64.32275421,84.12064188,130.77898,18.78890562,16.3620423,87.0835302,22.62048193,31.32131072,138.4643829,255826.5522,285036.9596,111.4180515,120.1564962,120.1704918,100.0116478,55.62634852,55.62634852,100,51.77119153,60.38471085,116.6376687,49.92553984,3.516164952
205,Berlin,Arbeitsmarktregion,97.30533973,107.7156325,92.81569947,42.08572764,42.7726095,101.6321017,69.08154985,75.01647305,108.5911842,145.5677085,162.6616697,111.7429624,36.39677394,41.51320736,114.0573817,53.88312368,66.27817713,123.0035911,16.84220524,16.12594311,95.74721885,19.55456869,25.38726425,129.8277894,2464115.7,2587994.2,105.0273005,55,50,90.90909091,24.998,24.998,100,89.52478771,92.20512436,102.9939603,89.33473452,71.97211505
206,Potsdam-Brandenburg,Arbeitsmarktregion,111.4853486,108.2836074,86.87208113,44.88957913,44.56713237,99.28168905,60.40017848,72.28769862,119.6812666,260.8652323,227.8364165,87.33874362,39.22941413,47.94677511,122.2214917,60.2697703,84.70696989,140.5463626,17.63299181,16.30956008,92.49457072,21.59642232,31.63721503,146.4928522,556292.0218,599007.4029,107.6785896,81.98983266,79.72560166,97.23840026,65.19235116,67.10721483,102.937252,49.80710458,76.95760615,154.5113028,55.60546836,60.72652238
207,Cottbus,Arbeitsmarktregion,110.0799017,106.5170477,59.40823434,45.92066774,44.81835431,97.59952657,41.9996384,57.43111886,136.7419365,300.3708664,227.9745248,75.89768192,40.3090535,53.28402005,132.1887155,63.69529191,106.1277335,166.6178619,14.17345976,12.23010148,86.28875156,26.13559374,41.05391857,157.0804894,177323.3632,137467.3611,77.52354713,102.8984534,100.0294941,97.21185383,92.96774442,92.69266034,99.70410805,44.44006309,70.03059696,157.5843779,59.52699068,32.75654853
208,Frankfurt/Oder,Arbeitsmarktregion,102.4263432,103.3723022,76.96275297,46.18618395,45.11794649,97.68710603,46.05561219,65.23830345,141.6511482,336.081609,252.7577489,75.20725385,39.55231873,50.71182543,128.2145448,61.49419971,94.91886994,154.3541836,15.60529792,14.59229524,93.50859763,23.94702081,36.11953019,150.8309968,406290.8611,424697.8479,104.5304949,107.9736427,102.6083485,95.03092226,87.57022829,87.29380081,99.68433623,38.722388,65.76338151,169.8329698,36.40015501,17.35581577
209,Eberswalde,Arbeitsmarktregion,91.98520345,106.0351627,89.32802278,45.96882067,45.32392099,98.59709328,49.82632736,66.82009044,134.1059917,335.64671,270.4121622,80.56452041,39.16978953,49.02528264,125.160955,60.43864859,88.54276562,146.5002406,16.56118741,15.82488543,95.55405081,22.60860213,33.20039722,146.8485182,617775.5709,662557.1471,107.2488422,83.49315864,86.11214477,103.1367673,77.59589019,77.59589019,100,37.46442701,65.97561278,176.1020201,29.13083348,7.949564594
210,Luckenwalde,Arbeitsmarktregion,110.6925881,107.2990026,85.59474887,45.64881276,45.01853692,98.61929413,55.68954086,65.32570672,117.3033674,310.5588682,253.4567533,81.61311084,39.38439558,48.82356545,123.966776,60.78802667,88.11316791,144.9515188,16.55516213,15.21675194,91.915451,22.82923345,33.60681352,147.2095574,566806.4364,607261.3516,107.1373422,87.26554434,84.0513054,96.31671473,53.97475596,62.26402007,115.3576685,39.04141314,66.26363517,169.7265284,30.00095581,46.90536607
211,Finsterwalde,Arbeitsmarktregion,110.1532567,106.544788,55.10317812,46.81132091,46.08029686,98.43836055,43.15789474,50.56646526,117.1662,378.3296301,286.0478043,75.60808923,41.02767333,55.86551842,136.1654558,65.35482778,117.2410943,179.3916353,14.36925486,11.80586552,82.16059659,26.65841847,44.0596529,165.2748191,149842.0046,118836.199,79.30766767,84.37976918,82.33531359,97.57707848,146.2520715,146.2520715,100,5.671592655,33.36101083,588.2123922,14.26353791,32.75654853
212,Oranienburg,Arbeitsmarktregion,112.4215809,109.8752258,90.31003695,45.81547931,45.03266771,98.29138184,60.20011849,69.16928347,114.8989158,329.1108928,258.4416321,78.52721918,39.45002876,48.69068039,123.4236879,60.68493356,87.34932344,143.9390608,17.47409061,16.01326472,91.64004627,21.97593815,32.67741567,148.6963398,696007.2192,754344.2391,108.3816688,92.92032782,91.76646373,98.7582221,71.12032653,71.29990183,100.252495,31.64366071,69.33262003,219.104296,42.25265172,2.142069431
213,Neuruppin,Arbeitsmarktregion,112.2762148,109.6087454,64.52672945,46.48162138,45.57310863,98.0454366,43.78220141,58.01337154,132.5044645,357.6527992,269.2876668,75.29304047,39.12873125,53.26061617,136.1163894,60.4524094,105.5384017,174.5809683,15.19616436,13.00565623,85.58512483,23.93256689,40.25495994,168.2015979,106442.7469,101622.0183,95.47105959,109.5186449,108.6634361,99.21912032,130.4282106,132.9773042,101.9544036,27.08529874,59.71482176,220.4694965,34.90806754,2.142069431
214,Perleberg,Arbeitsmarktregion,112.2186495,109.8246517,57.93326447,46.92136345,45.67437984,97.3423969,42.64268728,58.73101952,137.7282326,369.7261663,272.511504,73.70630721,41.25267129,55.56856734,134.7029552,65.9705082,115.3793893,174.8954077,14.17170145,12.80589664,90.36245001,27.08096984,42.76267071,157.9067181,70319.82793,53874.79465,76.6139455,83.9427951,79.97693834,95.27552453,157.8397175,141.4433703,89.612027,10.39866789,59.48602587,572.054291,31.62090129,2.142069431
215,Prenzlau,Arbeitsmarktregion,91.95804196,106.2028333,58.37554735,46.96409662,45.84706084,97.6215112,43.69993403,58.50051003,133.8686461,382.5402182,281.6796267,73.63399018,40.9665729,55.42613636,135.2960046,65.07736282,114.6739008,176.2116592,14.88295868,12.87259615,86.49218498,26.08361422,42.55354021,163.1428063,106404.7848,92556.53714,86.98531493,107.3245063,110.8733362,103.3066351,123.5307967,113.6888852,92.03282764,23.07100901,61.54682779,266.7712876,37.59516616,7.949564594
216,Rostock,Arbeitsmarktregion,110.3092784,100.2851415,73.28313013,44.37790262,44.0728282,99.31255332,46.80635243,73.19032226,156.3683527,221.7948439,202.0659265,91.10488008,38.70433598,49.33726311,127.4721859,59.63514032,90.06587218,151.0281886,15.73128379,14.64990084,93.12590777,22.97305218,34.68736227,150.9915269,180961.3449,159725.5791,88.26502655,136.4657453,138.1826824,101.2581451,92.67584794,92.67584794,100,55.90268266,69.48387215,124.294343,59.19806337,112.2178988
217,Schwerin,Arbeitsmarktregion,115.2946274,105.7761174,70.46190483,45.69887246,45.09340546,98.67509422,48.09283392,62.55198337,130.0650809,299.5311189,250.9628846,83.78524593,39.21470844,50.85976425,129.6956328,60.51651218,95.78007371,158.2709747,16.29058524,14.1050958,86.58434054,22.9241232,36.75466845,160.3318396,135591.215,126339.2096,93.17654513,90.55618868,93.80907592,103.5921203,87.87362941,86.45459317,98.38513983,44.08897506,58.53482702,132.7652252,43.6514301,6.312541095
218,Mecklenburgische Seenplatte,Arbeitsmarktregion,105.1502146,100.7720476,60.26616707,46.33896893,45.37871706,97.92776602,42.9472199,62.0758483,144.5398525,336.4074968,252.9039534,75.17785894,39.71647778,53.97556836,135.9022033,61.98261715,108.2534311,174.6512749,15.57931222,13.49463214,86.61892097,24.13716556,40.48093622,167.7120544,94322.12971,74237.53781,78.70638422,127.6136585,126.3497915,99.00961463,145.9301396,145.8288067,99.93056064,53.4417987,61.2789982,114.6649246,50.11739854,10.58168279
219,Nordvorpommern,Arbeitsmarktregion,106.9053708,84.75873392,67.63216544,46.00262284,45.0989083,98.03551519,43.76572622,63.05397104,144.0715749,314.9589414,245.8576966,78.06023716,39.94938046,51.93848143,130.0107307,62.6441007,100.0124476,159.6518211,15.21954861,13.85352978,91.0245772,24.72983184,38.08495165,154.0040866,94447.29763,79449.04661,84.11997866,151.4796295,159.8201546,105.5060374,180.1876514,173.3836047,96.22391067,51.74304903,61.04573578,117.9786211,54.03632519,74.1806413
220,Südvorpommern,Arbeitsmarktregion,121.6438356,99.59098542,67.10916517,45.22566724,44.28722251,97.92497316,43.02865214,67.20189524,156.1794105,254.7813376,205.6646772,80.7220337,38.91741787,51.05016402,131.1756196,60.12567159,96.58137807,160.6325144,15.4287179,13.87124586,89.90536963,23.48869996,37.17891816,158.2842738,100731.1418,86026.91245,85.40249904,137.3365167,142.7193894,103.9194767,136.9074123,142.0406683,103.7494362,47.71321359,61.09787124,128.052308,52.27206853,74.1806413
221,Chemnitz,Arbeitsmarktregion,104.2471042,98.59865557,70.82461469,43.97118161,43.82892814,99.67648477,42.64910233,71.27269216,167.1141672,201.6975794,189.9188876,94.16022155,43.11768094,49.63573722,115.116899,71.6767843,91.40892796,127.5293372,14.95872528,14.27131444,95.40461616,28.15895565,35.36442278,125.5885453,555689.4,446237.9,80.30347529,91.40333333,91.026667,99.58790744,67.495,123.43,182.8728054,67.67431871,77.50638298,114.5285013,72.51914894,38.26468034
222,Erzgebirgskreis,Arbeitsmarktregion,115.8241758,102.7921257,64.82285309,46.21954314,45.2273466,97.85329652,41.44043288,59.52656207,143.6436783,328.0191988,246.2070196,75.05872231,42.89494996,52.91678776,123.3636776,70.36643402,103.6341105,147.2777638,15.8564239,14.21586841,89.65368548,27.03852606,38.70091935,143.1325038,358798.4806,286889.9835,79.95852797,104.1854562,103.526257,99.36728289,138.4627207,184.1529937,132.9982487,26.3340062,54.45821321,206.7980572,37.84642015,38.26468034
223,Mittelsachsen,Arbeitsmarktregion,106.6508314,101.4152451,67.04155847,45.64229027,44.68603442,97.90489075,45.93385214,65.52677251,142.6546424,286.432627,221.490271,77.32717926,42.42825293,52.03398827,122.6399502,69.11075621,99.93975578,144.6081063,15.71980054,14.71967315,93.63778572,26.70845239,37.31431513,139.7097615,340988.6958,284015.5842,83.29178876,83.63445583,83.06681659,99.32128542,79.09256377,105.4540719,133.3299452,16.35726232,41.9776225,256.629879,28.3347694,38.26468034
224,Vogtlandkreis,Arbeitsmarktregion,103.6253776,95.78345717,65.41877494,46.06599202,45.24464307,98.21701668,43.7662802,54.7850208,125.1763242,316.3068243,248.2850143,78.49499131,43.14679784,53.23691874,123.3855614,71.22658766,105.5619956,148.2058863,14.75018034,12.95204585,87.80940677,28.39661751,40.28487289,141.8650404,280800.5862,223361.6074,79.54456592,107.8964839,107.5307457,99.6610286,123.6908826,185.0838576,149.6341959,39.2468464,55.02025389,140.1902546,36.23836884,38.26468034
225,Zwickau,Arbeitsmarktregion,104.9115914,98.2988919,67.48123468,45.71335123,44.83414147,98.07668933,44.19030534,61.97090736,140.2364317,290.9285533,229.1036765,78.74912034,43.01303078,52.73348866,122.5988676,70.92085574,102.9468818,145.1574163,15.05493246,14.01541109,93.09514424,27.95809832,38.71807757,138.4860913,450367.0558,353510.0661,78.4937667,98.44505733,98.10416094,99.65371914,91.23342368,135.1401759,148.1257312,37.16020886,64.96428571,174.8221759,38.07321429,38.26468034
226,Dresden,Arbeitsmarktregion,103.8575668,98.25206091,87.57002914,42.41224164,43.01704329,101.4260072,55.97578802,81.92947374,146.365914,150.6632393,163.1884627,108.3133905,40.30781157,45.40819757,112.653592,63.78506149,76.81994298,120.4356337,17.07424486,17.05128929,99.86555441,23.23356671,28.35690828,122.0514639,547729.8318,548958.4433,100.2243098,64.72564534,61.26077784,94.64683977,39.13836696,39.25273207,100.2922071,63.01296219,78.82575431,125.0945069,66.18306659,138.120342
227,Bautzen,Arbeitsmarktregion,107.1307301,105.8647835,66.71684678,46.04231729,45.1548813,98.07256446,49.02392305,65.12289126,132.8390043,331.7773712,245.4949834,73.99389011,42.46931712,52.6804672,124.0435937,69.06492157,102.284336,148.098823,16.35915185,14.67730869,89.71925215,26.11016528,38.00315851,145.5492836,270991.0585,236060.7767,87.11017182,93.58764908,92.67767949,99.02768197,84.51697321,84.51697321,100,33.26179988,53.68516129,161.4018528,32.42,4.413069041
228,Görlitz,Arbeitsmarktregion,107.1784646,107.1784646,64.32375603,46.23689635,44.95454741,97.22656787,46.35330006,61.4021512,132.4655443,324.9865322,233.3233281,71.79476841,43.79776556,54.3366395,124.0625836,72.87380261,109.6390675,150.4505921,15.44669305,14.09702445,91.26241072,28.35107251,40.23961504,141.9333079,211986.4473,176372.4276,83.19986014,118.7185196,118.5748429,99.87897694,157.0782891,157.0782891,100,34.24622904,49.13042218,143.4622835,35.78964913,4.413069041
229,Meißen,Arbeitsmarktregion,109.3484419,99.80214938,73.18914242,45.86122706,45.09136893,98.32133115,48.77997914,67.48797632,138.3517941,321.3255567,246.1653875,76.60933976,42.61986514,51.83608984,121.6242465,69.58280709,98.7517851,141.9198064,16.46340959,15.41034473,93.60360408,26.15645555,36.42574511,139.2610136,340618.8213,314045.9514,92.19864899,68.69934623,66.76246004,97.18063374,64.56811494,64.98020545,100.638226,39.82116591,59.99983606,150.6732279,36.10498619,138.120342
230,Leipzig,Arbeitsmarktregion,103.9786223,104.7744786,82.37790929,43.51127277,43.53674176,100.0585342,50.99017228,77.04727611,151.1022079,190.762029,183.5918233,96.2412825,39.51327429,46.50174201,117.6863797,61.73735306,80.37144621,130.1828508,16.15517507,16.06306287,99.4298285,23.35809922,30.43867914,130.3131683,538488.7176,506471.6847,94.05427972,53.34311586,51.42487003,96.40394866,52.71008843,52.67974745,99.94243801,59.62376175,73.49455895,123.2638747,60.20389213,72.70154494
231,Dessau-Roßlau,Arbeitsmarktregion,102.9268293,98.40257304,63.05248769,45.72474884,44.62378265,97.59218755,40.18916079,59.94572592,149.1589392,285.9001259,222.0529423,77.66801137,43.4529214,53.10644203,122.2160451,72.62529735,105.2481771,144.9194439,13.53218326,12.82920217,94.80511698,29.92073814,40.27723987,134.6131224,259853.4,198344,76.32919177,72,77,106.9444444,71.139,71.139,100,72.78671819,79.77142857,109.5961331,66.28791209,9.105328121
232,Halle,Arbeitsmarktregion,102.2788204,99.64713682,73.25638003,43.88098725,43.49897846,99.12944349,46.28875565,70.81401085,152.983181,194.4689313,178.0366281,91.5501653,39.76234447,47.71899801,120.0105242,62.38545018,84.60434145,135.615502,15.49874701,15.13633179,97.66164825,24.26359745,32.58266622,134.2862133,460670.4048,382578.0178,83.04809986,69.91349662,64.07440578,91.64812071,42.14397773,42.1739618,100.0711467,41.0787082,62.51773894,152.1901289,50.28999304,58.93552913
233,Magdeburg,Arbeitsmarktregion,104.1666667,102.0776683,71.72523155,44.5251329,44.00168748,98.82438213,47.42971352,69.39163498,146.3041411,225.4617265,197.0794734,87.41149837,39.19260864,49.00640535,125.0399171,60.80986217,88.9410671,146.2609253,15.50274126,14.72846693,95.00556505,23.68986738,34.27793842,144.6945138,283066.6255,240046.4554,84.80210442,84.40693393,83.48980869,98.91344799,101.0675408,100.857707,99.79238262,37.53700916,56.40875334,150.2750342,38.5418082,47.65929762
234,Salzwedel,Arbeitsmarktregion,97.17647059,97.99479876,63.42293031,45.96495944,45.20213291,98.34041726,53.7037037,65.08045977,121.1843044,318.7716143,252.2066936,79.11830361,39.514508,52.59289566,133.0976857,61.00584155,102.0354359,167.2551895,16.38210325,14.41910078,88.01739655,23.13240476,38.17379488,165.0230284,92798.52598,82509.53843,88.91255282,73.76787808,72.17233294,97.83707329,197.6668166,214.6912246,108.6126788,33.94443946,43.82823529,129.1175698,29.52705882,0.642791431
235,Anhalt-Bitterfeld,Arbeitsmarktregion,103.0599755,98.09195619,61.39252317,46.01756205,44.73008207,97.20219864,42.89689618,61.62893639,143.6675887,304.2898065,224.1469084,73.66231259,40.86430879,52.89728844,129.4461842,65.04830682,103.7633989,159.5174479,14.39186331,13.73915257,95.46472387,26.47244548,39.15813587,147.920357,283757.2844,224893.5556,79.25560612,69.12199297,70.76193251,102.3725293,68.58900535,68.35865596,99.66415989,36.71698902,42.19186336,114.9110112,32.22210635,9.105328121
