Kennziffer,Raumeinheit,Aggregat,Verfgb. Ausbildungsstellen je 100 Bewerber,Verfgb. Ausbildungsstellen je 100 Bewerber (2012=100),"Entwicklung Erwerbsfähige (20-u.65 Jahre), (2015 = 100)",Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) in Jahren,Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) in Jahren,Entwicklung Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) (2015 = 100),Ersatzquote (15-u.20-Jährige je 100 60-u.65-jährige Erwerbsfähige),Ersatzquote (15-u.20-Jährige je 100 60-u.65-jährige Erwerbsfähige),Entwicklung  Ersatzquote (2015 = 100),Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Entwicklung Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Entwicklung Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),Entwicklung Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),JungeEinwohner  (u. 20) je 100 Einwohner,JungeEinwohner  (u. 20) je 100 Einwohner,Entwicklung JungeEinwohner  (u. 20) je 100 Einwohner,Alte Einwohner (65+) je 100 Einwohner,Alte Einwohner (65+) je 100 Einwohner,Entwicklung Alte Einwohner (65+) je 100 Einwohner,Regionales Bevölkerungspotenzial (von BBSR),Regionales Bevölkerungspotenzial (von BBSR),Entwicklung Regionales Bevölkerungspotenzial (von BBSR),Erreichbarkeit Agglomerationsräume PKW/Schiene,Erreichbarkeit Agglomerationsräume PKW/Schiene,Entwicklung Erreichbarkeit Agglomerationsräume PKW/Schiene,Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Entwicklung Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Haushalte Breitband 50Mbit/s BBSR,Haushalte Breitband 50Mbit/s BBSR,Entwicklung Haushalte Breitband 50Mbit/s BBSR,Haushalte Breitband 100Mbit/s BBSR,Personaleinsatz Wissenstransfereinrichtungen BBSR
,,,2016,2012-16,2015-35,2015,2035,2015-35,2015,2035,2014-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,1990,2015,1990-2015,2012,2017,2012-17,2012,2017,2012-17,2014,2017,2014-17,2017,2017
032,Westerstede,Arbeitsmarktregion,103.9790576,101.7858272,88.65822275,44.67080955,44.7318058,100.1365461,91.5698425,71.10091743,77.64665253,233.0978723,246.6369109,105.8083064,41.90851616,50.07084389,119.4765372,65.46640574,91.54060215,139.828361,19.63720487,17.84051623,90.85058869,22.27131129,32.23032766,144.7167939,212220.1045,244984.6463,115.4389434,76.26462512,76.26462512,100,75.36223361,75.36223361,100,63.53509917,70.48928571,110.9454249,61.78928571,28.3004217
033,Oldenburg,Arbeitsmarktregion,103.9755352,101.7294022,90.46130614,43.02183834,43.04486369,100.0535201,90.51293954,76.01702128,83.9847006,164.5508732,171.1705749,104.0228907,37.97320146,45.5521211,119.9586007,56.34126652,77.30525814,137.2089463,18.29477012,16.88359426,92.28645208,19.67843135,28.66852684,145.685021,290455.045,331239.7785,114.0416681,64.44605464,64.32450331,99.81139059,45.12005063,45.12005063,100,80.61598495,85.80813499,106.4405962,80.95654362,28.3004217
034,Osnabrück,Arbeitsmarktregion,101.2080537,103.2695799,88.69033488,43.09366117,43.10214291,100.0196821,94.66501645,78.80792554,83.24925987,166.1324386,172.0716548,103.5749889,38.99852828,46.27683039,118.6630174,58.47759293,79.17891391,135.4004328,19.25834886,18.04479425,93.69855318,19.74017942,28.23203615,143.0181334,339663.6152,373649.7836,110.0058313,69.69824617,72.30068657,103.7338679,52.24010401,52.18768953,99.8996662,69.02941689,78.31408674,113.450309,68.48652605,16.91252444
035,Wilhelmshaven,Arbeitsmarktregion,104.2631579,101.1532678,80.24356618,44.33514859,43.9701239,99.17666974,83.78503437,68.66055046,81.94846606,204.2511471,200.496758,98.16187612,42.79279477,50.47250758,117.9462754,68.18375397,93.55421001,137.2089458,17.57009591,16.17351594,92.05138103,25.22269885,34.29899164,135.9846218,163581.3001,166876.9393,102.0146797,107.9466857,106.5725863,98.72705742,133.5653942,133.5653942,100,73.38030457,79.00976052,107.671617,71.3244218,8.527915233
036,Cloppenburg,Arbeitsmarktregion,104.5066991,100.7264101,91.08277717,42.82133679,43.63271288,101.8947939,123.6089729,87.70048401,70.94993342,162.7908085,194.3940299,119.4133942,39.08041094,46.25309328,118.3536513,57.69096398,78.15830511,135.4775509,23.01885418,20.19314982,87.72439176,16.06155676,26.05994345,162.250421,158682.0382,195448.7879,123.1700766,79.86300394,80.44586089,100.729821,116.661234,116.661234,100,47.77833563,60.93623188,127.5394613,47.17681159,28.3004217
037,Lingen,Arbeitsmarktregion,107.2280179,104.5781718,89.83409958,43.45385027,44.19361025,101.7024038,100.2335618,72.56375963,72.39467331,182.6401211,219.2037947,120.0195189,38.98774132,46.6829042,119.7373908,58.01209179,80.32244512,138.4581087,20.50402713,17.91683454,87.38202705,18.48371419,28.76606966,155.6292711,177951.4542,205345.5539,115.3941421,108.4690323,111.333002,102.640357,97.61516654,97.61516654,100,57.63266111,69.99839411,121.4561201,57.54839557,1.018863592
038,Nordhorn,Arbeitsmarktregion,107.1490846,104.6079996,90.84791718,43.93053981,44.20541552,100.6257053,99.00669901,76.09881296,76.86228682,199.8168378,217.1805819,108.6898303,40.50360029,48.07849435,118.7017796,61.57258784,84.44636892,137.149293,20.73868219,18.60296396,89.701765,19.7649181,29.47553039,149.1305466,255382.9098,291782.9507,114.2531233,94,97,103.1914894,90.78645833,90.78645833,100,67.84329798,76.88507463,113.3274427,67.60895522,1.018863592
039,Leer,Arbeitsmarktregion,104.9484536,101.951829,86.57312577,43.99107948,44.44493079,101.0316894,97.58514528,70.14912046,71.88503973,200.5897772,228.7904721,114.0588894,40.97805718,48.63053241,118.6745682,62.89489066,86.61810231,137.7188217,19.98307441,17.66907926,88.42022453,20.99498277,30.96145315,147.4707242,169036.3937,191049.3872,113.0226355,107.0221034,108.0221034,100.9343864,110.6260367,110.4492696,99.84021203,57.35384451,68.76258141,119.8918433,56.33708309,8.527915233
040,Vechta,Arbeitsmarktregion,104.4525547,100.7475528,94.11832585,42.42587037,43.27390206,101.9988552,118.2066277,90.57603427,76.62517411,149.3457553,180.1940749,120.6556387,37.7163351,44.71234994,118.5490314,54.80340452,73.61965244,134.3340858,22.25089121,20.13923253,90.50977928,15.46544388,24.57311741,158.8904761,179798.4892,215319.1463,119.7558151,96.93664434,96.93664425,99.99999991,93.57144334,93.57144334,100,62.29894645,68.98666667,110.7348849,59.10166667,16.91252444
041,Wesermarsch,Arbeitsmarktregion,103.8997214,101.7587575,81.69857386,44.68367307,44.27831274,99.09282226,89.2,72.89212937,81.71763382,226.0911841,223.3347658,98.78083778,41.67401279,49.54587337,118.8891351,64.7366573,89.88754288,138.8510724,18.72584254,17.1120179,91.38183161,22.94817025,32.43385547,141.3352573,247535.6702,259599.2149,104.8734571,90.7072955,90.20468131,99.44589441,102.6620836,103.6964396,101.0075346,66.83885483,73.3462316,109.735919,66.33551445,27.0568299
042,Bremen,Arbeitsmarktregion,98.50792664,96.25966069,88.02324268,42.76801053,42.98532068,100.5081138,80.64129254,68.7581359,85.26417885,157.6360777,168.9801663,107.1963784,38.65069931,44.24797503,114.4816933,58.39292311,73.96031874,126.65973,16.81096612,15.50166556,92.21162806,21.83973318,28.74630948,131.6239042,568685.3217,597511.7746,105.0689638,39.94803184,38.94803184,97.49674776,27.69575457,23.485304,84.79748743,88.61508017,91.25124053,102.974844,86.74264329,60.81366684
043,Bremerhaven,Arbeitsmarktregion,100.6042296,100.5623112,82.96477324,44.46116966,44.1595707,99.3216576,78.90982948,68.8245042,87.21917744,218.1891749,213.8688138,98.01990128,42.03857996,48.93397728,116.4025458,66.26592583,88.09134275,132.936108,18.14727012,16.7809352,92.47085148,23.89130984,32.15304207,134.580491,195124.2258,194629.1834,99.74629368,94.00401517,91.16018982,96.9747831,112.2574755,112.246862,99.99054536,77.04224072,79.923439,103.7397644,72.98708909,27.0568299
044,Höxter,Arbeitsmarktregion,101.5370705,97.84338452,75.89223401,44.46575458,44.00687321,98.96801173,89.28682653,75.42683698,84.47700507,216.8547341,207.1926376,95.54443828,41.24583766,50.54883881,122.555006,63.61673591,93.38886072,146.7992021,19.29627352,16.93559769,87.76615688,21.94956415,33.61324113,153.1385357,218061.6113,222323.0614,101.9542413,115.1591465,117.8725933,102.3562581,101.1038302,101.1038302,100,42.14588903,63.68867213,151.114791,46.25148079,34.9241734
045,Düsseldorf,Arbeitsmarktregion,101.2388695,100.5928189,89.74194773,43.53197192,43.46786695,99.85274049,78.78850482,71.7851924,91.11125102,191.0475055,191.7036392,100.3434401,39.19877711,44.55803359,113.6719992,59.79890503,74.56052266,124.6854313,17.61901141,16.94874502,96.19577752,21.5797657,27.60928857,127.9406318,1642127.703,1661240.899,101.1639287,46.78032276,45.46542895,97.18921602,33.69178632,33.35651796,99.00489584,82.79941323,92.62957206,111.8722566,82.87110682,26.12427052
046,Duisburg,Arbeitsmarktregion,97.82758147,97.75260823,81.80674012,43.93000489,43.62761561,99.3116566,76.85304919,73.58656291,95.74969853,196.9873412,193.3208012,98.13869255,39.39997704,46.64704913,118.3935947,59.90690848,80.67284564,134.6636769,17.65377578,16.52430852,93.60212075,21.74620126,30.12274061,138.5195522,1423766.851,1384108.778,97.2145669,50.29871255,50.28888484,99.9804613,40.29959426,40.29959426,100,72.73141815,86.39013087,118.7796596,70.15686694,31.36815591
047,Essen,Arbeitsmarktregion,98.42503987,97.33063093,84.15710353,43.37837957,43.09211178,99.34006804,71.14082636,76.27659846,107.2191628,177.2179046,173.7456456,98.04068383,39.55982258,45.34882352,114.6335362,60.80594407,76.80438575,126.3106542,16.91952493,16.72243017,98.83510465,22.64029765,28.62639335,126.4400044,2019202.185,1921926.323,95.1824605,45.9787731,45.97877284,99.99999942,27.6520702,27.6520702,100,83.98589348,90.08519837,107.2622968,82.76703967,31.36815591
048,Krefeld,Arbeitsmarktregion,90.69331668,98.00064044,83.01972069,43.8449011,43.66612529,99.59225405,82.04688393,73.14249961,89.14719987,194.7576696,194.6748823,99.95749216,40.17125603,47.01524468,117.0370293,61.79957569,81.79301462,132.3520651,17.99810717,17.04942622,94.728996,22.17314886,29.96581846,135.1446231,1389514.8,1386261.8,99.7658895,51,51,100,54.228,34.165,63.00250793,87.72172137,93.38414634,106.4549862,86.19250871,26.12427052
049,Viersen,Arbeitsmarktregion,90.66166119,97.91826832,82.38507286,44.67592942,44.28893853,99.13378212,86.87441956,71.85176905,82.70762488,230.6084082,224.8686515,97.51103756,39.8677324,48.97582979,122.8457874,60.55253227,88.22530534,145.700439,18.31848628,16.56861958,90.44753659,21.54924612,32.40721021,150.3867469,932841.0447,974137.6269,104.4269688,52.04653035,51.20969641,98.3921427,61.55699429,49.52359189,80.45160824,65.41360183,86.70592486,132.5502991,65.38945087,26.12427052
050,Mönchengladbach,Arbeitsmarktregion,98.60606061,102.4754124,80.08901291,43.52529569,43.23087067,99.32355424,79.52525867,76.92082755,96.72502653,181.4575761,176.5615234,97.30181961,39.21335344,47.16488256,120.2776055,59.48890544,82.28493684,138.3198031,17.74882596,16.49422153,92.93133846,21.46452748,30.67066103,142.8899894,1021312.8,1059926.9,103.7808299,52,52,100,65.446,38.875,59.40011613,80.00228059,93.93934799,117.4208376,79.54586808,26.12427052
051,Heinsberg,Arbeitsmarktregion,104.011976,102.7567575,88.64836429,44.3147493,43.99011216,99.26742868,88.49748382,76.81818182,86.80267336,215.7483715,211.8258977,98.18192193,39.37056218,47.54641807,120.766419,59.18715949,83.14056334,140.4706089,19.20487029,17.46688871,90.95030814,20.16569189,30.07952936,149.1619009,761974.4446,773891.7142,101.5639986,59.55579888,59.65107511,100.1599781,81.4491084,73.82904549,90.64438757,41.72603807,90.29589646,216.4017976,67.57371748,161.053951
052,Wuppertal,Arbeitsmarktregion,97.96784956,99.01965163,81.81058524,43.33168726,43.07747969,99.41334488,85.49296732,80.15954807,93.76156962,177.204294,172.1383608,97.14119048,39.92148972,46.54756188,116.5977578,61.27435052,80.17531469,130.8464537,18.07591343,17.49735237,96.79927069,21.84557629,29.05020951,132.9798268,1660267.092,1617960.283,97.45180705,56.48651885,55.78382262,98.75599303,45.08367479,45.08367479,100,77.74841337,88.86202876,114.2943308,75.57598134,26.12427052
053,Schwelm,Arbeitsmarktregion,98.46079846,98.46079846,80.34576746,44.57682387,43.79362794,98.24304234,72.81330269,70.54533214,96.88522499,221.59386,201.6613395,91.00493104,40.31984643,48.1051421,119.3088426,62.30341786,85.6947173,137.5441673,16.70219131,15.8620364,94.96979234,23.61765512,32.2431057,136.5211979,1574726.117,1494069.863,94.87807732,63.45801536,63.82354409,100.5760166,50.77390435,50.77390435,100,64.68410397,84.07448846,129.9770474,65.04529106,35.65902028
054,Remscheid,Arbeitsmarktregion,97.9281768,97.66738272,75.76832522,44.1340135,43.48502237,98.52949896,81.18177849,75.05802535,92.45673937,203.0837731,185.3225269,91.25422682,40.56847545,48.03371694,118.4015825,62.76555825,85.02744112,135.4683101,17.75109842,16.804642,94.66818108,22.81737703,31.22907494,136.865315,1307474.4,1276621.6,97.64027502,63.85333333,60.416667,94.61787482,62.734,62.734,100,74.7952425,96.06921676,128.4429511,72.73041894,26.12427052
055,Kleve,Arbeitsmarktregion,94.81675393,95.1572964,87.82685607,44.18255159,44.21259941,100.0680083,85.78825386,76.06928243,88.67097652,210.2569331,220.6565252,104.9461352,39.19471706,47.80055755,121.9566338,58.96090651,83.86238506,142.2338801,19.16792428,17.63695739,92.01287074,20.02679279,30.16360016,150.6162294,547106.477,589043.6,107.665258,65.16725815,65.16725821,100.0000001,80.8277,80.8277,100,42.88018451,72.85052632,169.8932203,43.34947368,31.36815591
056,Aachen,Arbeitsmarktregion,104.0196883,102.7319972,91.01257718,41.93285074,42.01020759,100.1844779,85.33614215,79.11120075,92.70538691,129.8251772,136.7842465,105.3603388,37.25373634,43.20574941,115.976956,54.92414902,70.77204195,128.8541438,17.36903054,16.74887001,96.42950402,19.88470579,26.45687941,133.0513998,784974.9496,735532.5614,93.7014056,54.87303239,54.44974567,99.22860702,44.23862888,44.23862888,100,83.33655336,94.47149516,113.3614139,81.54679096,161.053951
057,Köln,Arbeitsmarktregion,101.2058991,98.60550212,90.13449462,42.62967244,42.9482325,100.7472731,86.10044754,73.11029926,84.9127982,158.1261695,170.0357168,107.5316738,37.30468794,43.23518168,115.897449,55.22128865,70.80310034,128.2170374,17.86430372,17.09741226,95.70712925,19.44038421,26.13776942,134.4508891,1370450.875,1476657.456,107.7497547,42.40587287,41.14954477,97.03737238,36.1424535,36.08294983,99.83536353,83.98881765,96.22201407,114.565268,77.33348891,40.62756184
058,Leverkusen,Arbeitsmarktregion,98.72298625,102.7401983,86.06554813,43.6158302,43.450773,99.62156584,85.77175524,76.93904304,89.70207363,191.6332913,187.0684611,97.61793467,40.37133068,46.20047714,114.4388267,62.43016894,79.12345527,126.7391337,18.32279406,17.48927738,95.45093027,22.04853663,28.71119976,130.2181648,1529343.1,1598326.5,104.5106556,53,51.613333,97.38364717,43.75,43.75,100,90.37216235,98.46708075,108.957314,87.37515528,40.62756184
059,Bonn,Arbeitsmarktregion,104.6276596,103.8161731,92.93781852,43.19327763,43.20109651,100.0181021,90.68987248,81.83643666,90.23767971,174.4309008,178.7685319,102.4867332,39.0650444,45.97502737,117.6884043,58.91807712,78.2982691,132.8934564,19.18950178,18.34759433,95.61266649,19.87554262,27.62743304,139.0021574,812485.5621,900534.9491,110.8370402,53.80020355,53.99092314,100.354496,30.90404461,30.87535445,99.90716372,77.02646891,90.52330111,117.5223302,69.73320524,109.7591174
060,Düren,Arbeitsmarktregion,104.0160643,104.3576605,89.2455174,43.95778386,43.44161769,98.82576846,86.36260107,78.89205445,91.34978969,195.9903104,188.0516768,95.94947646,39.40013763,46.89097215,119.012204,59.36778547,81.1806377,136.7418998,18.77601919,17.41839619,92.76937783,20.62411844,29.47257597,142.9034461,677398.6401,698474.7616,103.1113321,53.2899829,53.9003012,101.1452777,74.43523924,73.6183861,98.90259888,75.65239337,82.90169794,109.5823863,59.48078642,161.053951
061,Euskirchen,Arbeitsmarktregion,99.61904762,96.80135558,84.7594901,44.67193112,44.19261529,98.92703131,85.34516005,72.78357513,85.28143258,229.9706073,219.1986234,95.31593015,39.8640493,48.98532295,122.8809512,60.40575339,88.16601341,145.9563178,18.76786735,16.81025804,89.56935663,21.09618195,32.17506491,152.5160571,438404.107,473225.1813,107.9426889,68.24214281,67.25420595,98.55230681,92.88074843,92.88074843,100,48.47683697,73.65598219,151.9405696,41.9393534,161.053951
062,Gummersbach,Arbeitsmarktregion,98.84192241,102.8589668,83.36654007,44.1186103,43.50729676,98.61438624,93.02352266,84.40789474,90.73822655,205.8103976,190.913548,92.76185763,40.83060407,49.21448295,120.5333207,62.67870877,88.43278242,141.0890303,19.77372615,18.38360238,92.96984412,21.05687792,30.83088057,146.4171502,706954.0208,717715.2858,101.5222015,74.59766868,73.51775838,98.55235382,90.1779494,90.1779494,100,36.45008804,63.24719101,173.5172517,30.04654896,40.62756184
063,Gelsenkirchen,Arbeitsmarktregion,101.0278305,101.8485047,78.83571413,44.1369005,43.84261677,99.33324784,76.54396964,68.60398948,89.62690308,203.7020741,201.0362153,98.6912952,39.59835617,47.12238686,119.0008662,60.29272283,82.30355564,136.506616,17.6065541,16.10307522,91.46068634,21.99180207,31.01931164,141.0494308,1513863.191,1438914.649,95.04918656,63.69034105,64.7524795,101.6676602,55.03746139,55.03746139,100,83.82056503,92.59062429,110.4628968,82.27815363,9.676064263
064,Münster,Arbeitsmarktregion,101.3914657,100.4719455,82.59312365,42.77707494,42.93702698,100.37392,93.20123499,80.40411917,86.26937098,156.6547834,166.012412,105.9734075,37.82036199,46.72408652,123.5421452,55.7945535,80.69609364,144.6307723,18.8360324,17.62282861,93.55913304,18.98432959,29.10125791,153.2909433,502696.6055,544234.9912,108.2631124,77.73038566,78.26541288,100.6883115,55.83348822,55.82459719,99.98407581,63.31431199,82.47225332,130.2584688,70.87488084,42.99257456
065,Borken,Arbeitsmarktregion,102.3809524,100.8542457,82.74656329,43.62919948,43.94818425,100.7311268,107.221127,78.62010975,73.3252037,187.4695584,205.5570975,109.6482539,39.50408836,48.90264444,123.7913504,59.05340451,87.23317322,147.7191263,21.12645993,18.5593734,87.84895085,18.37762842,30.34327103,165.1098299,453748.4045,480261.9865,105.8432342,84.83560789,84.82182021,99.98374777,105.4919096,105.4919096,100,46.98331525,82.89257294,176.4298081,64.06896552,42.99257456
066,Steinfurt,Arbeitsmarktregion,102.7629234,100.3544173,85.26929222,43.96057648,43.79163521,99.61569825,104.1801126,82.07783593,78.78455293,198.395079,199.3677397,100.4902645,40.19449466,49.17801806,122.350134,60.74670231,87.96273226,144.8024813,20.70309546,19.03312362,91.93370942,19.4913992,30.14489444,154.6574165,331382.1012,372181.4905,112.3118868,86.77064953,89.13933496,102.7298233,48.00856088,47.98236884,99.94544298,51.91528874,71.16181267,137.0729402,59.44720034,42.99257456
067,Bielefeld,Arbeitsmarktregion,95.67164179,98.5986588,84.34677004,42.87393124,42.81521824,99.86305666,91.4935678,81.7869199,89.39089584,161.0520857,161.7480952,100.4321642,39.78101621,46.21174027,116.1653087,60.64836587,78.93251999,130.14781,18.86525634,18.02075266,95.52349746,20.91575987,28.1909876,134.7834733,555865.1876,596464.888,107.3038754,72.02754095,74.50460767,103.439055,59.48446957,56.07693265,94.27155199,75.28830031,85.5724334,113.6596696,72.5470533,16.38643407
068,Gütersloh,Arbeitsmarktregion,97.78911565,98.99317464,88.66248573,43.52739637,43.67904893,100.3484071,102.190199,80.84122739,79.10859182,186.9355493,198.5036089,106.1882609,39.33951024,46.94687414,119.3377189,59.01133329,80.96316821,137.1993543,20.24221696,18.74434824,92.60027337,19.09729328,28.2025259,147.6781316,458679.9004,507014.2781,110.5377144,70.46596052,73.3515467,104.0950072,64.47703017,63.80444763,98.95686489,47.96599406,71.94825436,149.9984641,50.69513716,16.38643407
069,Detmold,Arbeitsmarktregion,99.70501475,97.78761062,80.52805612,44.05705304,43.47305751,98.67445621,91.71275769,85.34806279,93.06018589,199.8658376,184.560173,92.34203066,42.10908521,50.17014618,119.1432821,66.08558495,91.47913518,138.4252485,19.78981186,18.78624921,94.92889241,22.31927335,31.38389697,140.6134352,412218.1006,436178.1797,105.8124762,93.80797605,97.06501738,103.4720303,91.93190594,91.8974484,99.96251841,58.75009771,76.29125,129.8572308,61.15875,16.38643407
070,Minden,Arbeitsmarktregion,92.72727273,98.05364348,80.92472453,44.16097302,43.69028564,98.93415532,92.24230631,81.19120481,88.01948699,205.9203036,194.835206,94.61680203,41.41558025,49.8192447,120.2910702,64.29368366,90.43229458,140.6550215,19.63670032,18.32875877,93.33930072,21.77887993,31.49048593,144.5918525,345517.8449,364166.8288,105.3974011,83.2870761,83.98666956,100.8399784,84.18263911,84.18263911,100,59.64907396,74.74588934,125.3093877,57.12160986,16.38643407
071,Paderborn,Arbeitsmarktregion,101.6242318,97.99906318,84.07985832,42.71666935,43.02967459,100.7327473,95.25071791,84.46813523,88.67978854,155.3186898,168.9929243,108.8039853,37.64327523,46.47502366,123.4616897,55.25302341,79.54703609,143.9686576,20.16210807,18.57415689,92.12408159,17.48116715,27.90086677,159.6052856,333172.9174,375753.7464,112.7803992,100.0486485,103.0203284,102.9702349,30.77486509,30.74551502,99.90462974,68.38971425,75.82738266,110.8754196,61.42933994,34.9241734
072,Bochum,Arbeitsmarktregion,101.4252874,99.37087819,84.44750654,42.73018814,42.54550855,99.56780067,68.39648897,70.39093978,102.9160134,154.1807341,154.7248881,100.3529326,37.77035915,42.88484739,113.5410103,56.65907643,70.28655604,124.051715,15.59993784,14.84889613,95.18561087,22.17042131,28.03595126,126.4565561,1878263.6,1770402.9,94.25742478,57,58,101.754386,37.007,37.007,100,90.85288752,93.63089509,103.0576987,90.32001925,35.65902028
073,Dortmund,Arbeitsmarktregion,97.36842105,99.40201381,83.81841366,43.35666371,43.3127907,99.89880907,81.21454743,74.16116696,91.3151268,176.1158955,181.0526411,102.8031232,39.05370654,45.66040435,116.9169546,59.01832525,77.6446264,131.5601994,17.81488904,16.61641578,93.27263139,21.2388175,29.04398856,136.7495557,1196170.288,1159091.83,96.90023588,63.531787,64.15369268,100.978889,33.89460931,32.62711463,96.26048298,76.15606036,85.07976089,111.7176499,75.05977797,36.71290811
074,Hagen,Arbeitsmarktregion,98.40871022,98.40871022,75.7306426,43.78876105,43.31908333,98.9274012,80.67390935,78.55594102,97.37465514,190.5171212,180.8494159,94.92554512,40.79971091,47.37630221,116.1192105,63.3491741,82.70933142,130.5610256,17.73260111,16.96839995,95.69041697,23.06710979,30.40790226,131.8236334,1238058.3,1172423.8,94.69859376,60,62,103.3333333,30.941,30.941,100,86.20836157,87.18478261,101.1326292,84.67065217,35.65902028
075,Lüdenscheid,Arbeitsmarktregion,109.3911249,105.7893475,77.7888884,44.08823601,43.71071919,99.14372438,87.48650359,79.86882613,91.29273985,204.1255319,196.5574522,96.29243845,40.45311251,48.51681459,119.9334528,62.05540148,86.23651732,138.9669799,18.84551389,17.59701548,93.3750896,21.60759861,30.91979911,143.0968784,761382.4584,734302.1877,96.44327626,82.63760009,82.94410184,100.3708987,67.37559519,67.37559519,100,62.40250074,66.55054911,106.647247,61.22500646,35.65902028
076,Meschede,Arbeitsmarktregion,105.3018373,101.0500807,77.0214359,44.30945865,44.11150452,99.55324634,89.40084093,71.35120679,79.81044256,212.0712447,214.5756729,101.1809372,40.46238332,49.13250691,121.4276147,61.84943255,88.65991277,143.3479809,18.76164893,16.85110664,89.81676771,21.70073439,32.28140027,148.7571789,329831.844,328075.3211,99.46744898,103.8240677,103.8706555,100.0448718,94.12185513,93.92210717,99.78777729,83.19183343,86.00918377,103.3865708,81.25077287,11.29643553
077,Siegen,Arbeitsmarktregion,100,99.485556,80.20810739,43.49024534,43.2612058,99.47335422,81.97860373,77.78852131,94.88880973,177.0470793,178.4726898,100.8052155,39.37383795,46.75718914,118.7519215,59.60638804,80.96837644,135.8384212,17.96992289,16.51961765,91.92926284,21.40391507,30.23757149,141.2712179,340013.0232,341929.5246,100.5636553,81.05843348,80.94140247,99.85562143,123.7154418,123.7154418,100,61.60218156,78.85703712,128.0101372,61.17904671,25.3130439
078,Olpe,Arbeitsmarktregion,100,99.5951417,80.02171685,43.92383241,43.84373142,99.8176366,96.84098438,80.3134309,82.93330702,199.832063,204.0152632,102.0933578,39.27692992,48.29853146,122.9692126,58.8093046,85.34893439,145.1282837,19.74514743,18.14742119,91.90825877,19.53178249,30.15111027,154.369476,381924.695,381263.7425,99.82694168,82.29949647,82.18282988,99.85824143,120.9496052,120.9496052,100,46.00581285,67.84220263,147.4644147,43.52760787,25.3130439
079,Soest,Arbeitsmarktregion,105.2360916,100.8512545,82.05988132,44.25575467,44.00885498,99.44210714,89.80954866,73.87015882,82.25200986,213.0725634,210.0703224,98.59097718,40.16762268,49.19834881,122.4826005,61.18747073,88.74954287,145.0452876,19.1965462,17.33083535,90.28100765,20.97107647,31.86751347,151.9593594,409917.4806,427260.694,104.2309036,86.27572846,88.39169359,102.4525613,42.71319102,42.66990732,99.89866432,75.22066183,81.64386139,108.5391426,73.98895795,11.29643553
080,Korbach,Arbeitsmarktregion,98.4929078,98.27971969,77.96798432,44.62551454,44.23876365,99.13334134,81.2505868,65.97496706,81.19937303,227.0819352,217.6968809,95.86710658,41.03672122,49.74415128,121.21863,63.6031607,91.3177935,143.5743012,18.07873328,15.43445149,85.37352284,22.95798794,34.30969979,149.4455868,171268.3867,173188.0905,101.1208746,128.0894885,127.3943899,99.45733362,137.0587649,137.007077,99.96228774,59.79661017,67.43052036,112.7664598,57.4670922,23.05956975
081,Kassel,Arbeitsmarktregion,98.88695652,99.14601666,80.40826342,43.42649545,43.40174623,99.94300894,77.5369206,68.6211558,88.50126528,176.8946915,181.2514221,102.462895,39.60097205,46.83555061,118.2686894,60.56224524,81.66950321,134.8521722,17.07337155,15.46377416,90.57246903,22.52760049,31.37177645,139.2592898,323015.5991,325861.3958,100.8810091,95.71000964,89.46050168,93.47037162,79.77137818,79.77137818,100,58.05748657,71.5038474,123.1604253,56.49296608,23.05956975
082,Eschwege,Arbeitsmarktregion,98.82352941,98.96470588,74.10232299,45.17920454,44.64245429,98.81195286,68.91835889,59.37717467,86.15581628,249.3501177,235.1505637,94.30537507,42.05890365,50.74084364,120.6423355,66.78683009,95.35971458,142.7822139,16.2988972,14.19294346,87.07916427,25.76000646,36.54790017,141.8784589,202056.2093,188725.2156,93.40233403,102.6829242,98.33540644,95.76607526,122.2133261,122.1603051,99.9566161,39.71846707,60.09142999,151.293427,47.18366671,23.05956975
