KRS_15,AMR_12,AMR_20,ROR11,Bundesland_ID,AMR_15,Bund,Ost_West,ROR11_Name,KRS_15_Name,AMR_12_Name,Bundesland_ID_Name,AMR_20_Name,AMR_15_Name
08225,131,098,0812,08,131,1,1,Unterer Neckar,Neckar-Odenwald-Kreis,Mosbach,Baden-Württemberg,Schwäbisch Hall,Mosbach
08226,129,106,0812,08,129,1,1,Unterer Neckar,Rhein-Neckar-Kreis,Heidelberg,Baden-Württemberg,Pforzheim,Heidelberg
08231,132,107,0807,08,132,1,1,Nordschwarzwald,Pforzheim,Pforzheim,Baden-Württemberg,Calw,Pforzheim
08235,133,108,0807,08,133,1,1,Nordschwarzwald,Calw,Calw,Baden-Württemberg,Freudenstadt,Calw
08236,132,107,0807,08,132,1,1,Nordschwarzwald,Enzkreis,Pforzheim,Baden-Württemberg,Calw,Pforzheim
08237,134,109,0807,08,134,1,1,Nordschwarzwald,Freudenstadt,Freudenstadt,Baden-Württemberg,Freiburg im Breisgau,Freudenstadt
08311,135,110,0811,08,135,1,1,Südlicher Oberrhein,Freiburg im Breisgau,Freiburg,Baden-Württemberg,Ortenaukreis,Freiburg
08315,135,110,0811,08,135,1,1,Südlicher Oberrhein,Breisgau-Hochschwarzwald,Freiburg,Baden-Württemberg,Ortenaukreis,Freiburg
08316,135,110,0811,08,135,1,1,Südlicher Oberrhein,Emmendingen,Freiburg,Baden-Württemberg,Ortenaukreis,Freiburg
08317,136,111,0811,08,136,1,1,Südlicher Oberrhein,Ortenaukreis,Offenburg,Baden-Württemberg,Rottweil,Offenburg
08325,137,112,0809,08,137,1,1,Schwarzwald-Baar-Heuberg,Rottweil,Rottweil,Baden-Württemberg,Schwarzwald-Baar-Kreis,Rottweil
08326,138,113,0809,08,138,1,1,Schwarzwald-Baar-Heuberg,Schwarzwald-Baar-Kreis,Villingen-Schwenningen,Baden-Württemberg,Tuttlingen,Villingen-Schwenningen
08327,139,114,0809,08,139,1,1,Schwarzwald-Baar-Heuberg,Tuttlingen,Tuttlingen,Baden-Württemberg,Konstanz,Tuttlingen
08335,140,115,0804,08,140,1,1,Hochrhein-Bodensee,Konstanz,Konstanz,Baden-Württemberg,Lörrach,Konstanz
08336,141,116,0804,08,141,1,1,Hochrhein-Bodensee,Lörrach,Lörrach,Baden-Württemberg,Waldshut,Lörrach
08337,142,117,0804,08,142,1,1,Hochrhein-Bodensee,Waldshut,Waldshut,Baden-Württemberg,Reutlingen,Waldshut
08415,143,118,0806,08,143,1,1,Neckar-Alb,Reutlingen,Reutlingen/Tübingen,Baden-Württemberg,Zollernalbkreis,Reutlingen/Tübingen
08416,143,118,0806,08,143,1,1,Neckar-Alb,Tübingen,Reutlingen/Tübingen,Baden-Württemberg,Zollernalbkreis,Reutlingen/Tübingen
08417,144,119,0806,08,144,1,1,Neckar-Alb,Zollernalbkreis,Balingen,Baden-Württemberg,Ulm,Balingen
08421,145,120,0802,08,145,1,1,Donau-Iller (BW),Ulm,Ulm,Baden-Württemberg,Biberach,Ulm
08425,145,120,0802,08,145,1,1,Donau-Iller (BW),Alb-Donau-Kreis,Ulm,Baden-Württemberg,Biberach,Ulm
08426,146,121,0802,08,146,1,1,Donau-Iller (BW),Biberach,Biberach,Baden-Württemberg,Bodenseekreis,Biberach
08435,147,122,0801,08,147,1,1,Bodensee-Oberschwaben,Bodenseekreis,Friedrichshafen,Baden-Württemberg,Ravensburg,Friedrichshafen
08436,148,123,0801,08,148,1,1,Bodensee-Oberschwaben,Ravensburg,Ravensburg,Baden-Württemberg,Sigmaringen,Ravensburg
08437,149,124,0801,08,149,1,1,Bodensee-Oberschwaben,Sigmaringen,Sigmaringen,Baden-Württemberg,Ingolstadt,Sigmaringen
09161,160,125,0907,09,160,1,1,Ingolstadt,"Ingolstadt, Stadt",Ingolstadt,Bayern,München,Ingolstadt
09162,159,126,0910,09,159,1,1,München,"München, Stadt",München,Bayern,Rosenheim,München
09163,154,127,0916,09,154,1,1,Südostoberbayern,"Rosenheim, Stadt",Rosenheim,Bayern,Altötting,Rosenheim
09171,152,128,0916,09,152,1,1,Südostoberbayern,Altötting,Burghausen,Bayern,Berchtesgadener Land,Burghausen
09172,150,129,0916,09,150,1,1,Südostoberbayern,Berchtesgadener Land,Bad Reichenhall,Bayern,Ebersberg,Bad Reichenhall
09173,155,126,0913,09,155,1,1,Oberland,Bad Tölz-Wolfratshausen,Bad Tölz,Bayern,Rosenheim,Bad Tölz
09174,159,126,0910,09,159,1,1,München,Dachau,München,Bayern,Rosenheim,München
09175,159,130,0910,09,159,1,1,München,Ebersberg,München,Bayern,Garmisch-Partenkirchen,München
09176,160,125,0907,09,160,1,1,Ingolstadt,Eichstätt,Ingolstadt,Bayern,München,Ingolstadt
09177,159,126,0910,09,159,1,1,München,Erding,München,Bayern,Rosenheim,München
09178,159,126,0910,09,159,1,1,München,Freising,München,Bayern,Rosenheim,München
09179,159,126,0910,09,159,1,1,München,Fürstenfeldbruck,München,Bayern,Rosenheim,München
09180,156,131,0913,09,156,1,1,Oberland,Garmisch-Partenkirchen,Garmisch-Partenkirchen,Bayern,Landsberg am Lech,Garmisch-Partenkirchen
09181,158,132,0910,09,158,1,1,München,Landsberg am Lech,Landsberg,Bayern,Miesbach,Landsberg
09182,155,133,0913,09,155,1,1,Oberland,Miesbach,Bad Tölz,Bayern,Mühldorf a.Inn,Bad Tölz
09183,153,134,0916,09,153,1,1,Südostoberbayern,Mühldorf a.Inn,Mühldorf,Bayern,Traunstein,Mühldorf
09184,159,126,0910,09,159,1,1,München,München,München,Bayern,Rosenheim,München
09185,160,125,0907,09,160,1,1,Ingolstadt,Neuburg-Schrobenhausen,Ingolstadt,Bayern,München,Ingolstadt
09186,160,125,0907,09,160,1,1,Ingolstadt,Pfaffenhofen a.d.Ilm,Ingolstadt,Bayern,München,Ingolstadt
09187,154,127,0916,09,154,1,1,Südostoberbayern,Rosenheim,Rosenheim,Bayern,Altötting,Rosenheim
09188,159,126,0910,09,159,1,1,München,Starnberg,München,Bayern,Rosenheim,München
09189,151,135,0916,09,151,1,1,Südostoberbayern,Traunstein,Traunstein,Bayern,Weilheim-Schongau,Traunstein
09190,157,136,0913,09,157,1,1,Oberland,Weilheim-Schongau,Weilheim,Bayern,Landshut,Weilheim
09261,162,137,0908,09,162,1,1,Landshut,"Landshut, Stadt",Landshut,Bayern,Passau,Landshut
09262,165,138,0905,09,165,1,1,Donau-Wald,"Passau, Stadt",Passau,Bayern,Straubing,Passau
09263,169,139,0905,09,169,1,1,Donau-Wald,"Straubing, Stadt",Straubing,Bayern,Deggendorf,Straubing
09271,168,140,0905,09,168,1,1,Donau-Wald,Deggendorf,Deggendorf,Bayern,Rottal-Inn,Deggendorf
09272,166,138,0905,09,166,1,1,Donau-Wald,Freyung-Grafenau,Freyung,Bayern,Straubing,Freyung
09273,161,143,0915,09,161,1,1,Regensburg,Kelheim,Kelheim-Mainburg,Bayern,Dingolfing-Landau,Kelheim-Mainburg
09274,162,137,0908,09,162,1,1,Landshut,Landshut,Landshut,Bayern,Passau,Landshut
09275,165,138,0905,09,165,1,1,Donau-Wald,Passau,Passau,Bayern,Straubing,Passau
09276,167,140,0905,09,167,1,1,Donau-Wald,Regen,Regen-Zwiesel,Bayern,Rottal-Inn,Regen-Zwiesel
09277,164,128,0908,09,164,1,1,Landshut,Rottal-Inn,Eggenfelden/Pfarrkirchen,Bayern,Berchtesgadener Land,Eggenfelden/Pfarrkirchen
09278,169,139,0905,09,169,1,1,Donau-Wald,Straubing-Bogen,Straubing,Bayern,Deggendorf,Straubing
09279,163,141,0908,09,163,1,1,Landshut,Dingolfing-Landau,Dingolfing,Bayern,Regen,Dingolfing
09361,173,142,0914,09,173,1,1,Oberpfalz-Nord,"Amberg, Stadt",Amberg,Bayern,Freyung-Grafenau,Amberg
09362,171,143,0915,09,171,1,1,Regensburg,"Regensburg, Stadt",Regensburg,Bayern,Dingolfing-Landau,Regensburg
09363,175,144,0914,09,175,1,1,Oberpfalz-Nord,"Weiden i.d.OPf., Stadt",Weiden,Bayern,Amberg,Weiden
09371,173,142,0914,09,173,1,1,Oberpfalz-Nord,Amberg-Sulzbach,Amberg,Bayern,Freyung-Grafenau,Amberg
09372,170,145,0915,09,170,1,1,Regensburg,Cham,Cham,Bayern,Regensburg,Cham
09373,174,146,0915,09,174,1,1,Regensburg,Neumarkt i.d.OPf.,Neumarkt,Bayern,Weiden i.d.OPf.,Neumarkt
09374,175,144,0914,09,175,1,1,Oberpfalz-Nord,Neustadt a.d.Waldnaab,Weiden,Bayern,Amberg,Weiden
09375,171,143,0915,09,171,1,1,Regensburg,Regensburg,Regensburg,Bayern,Dingolfing-Landau,Regensburg
09376,172,143,0914,09,172,1,1,Oberpfalz-Nord,Schwandorf,Schwandorf,Bayern,Dingolfing-Landau,Schwandorf
09377,176,153,0914,09,176,1,1,Oberpfalz-Nord,Tirschenreuth,Marktredwitz,Bayern,Kronach,Marktredwitz
09461,179,147,0912,09,179,1,1,Oberfranken-West,"Bamberg, Stadt",Bamberg,Bayern,Cham,Bamberg
09462,178,148,0911,09,178,1,1,Oberfranken-Ost,"Bayreuth, Stadt",Bayreuth,Bayern,Neumarkt i.d.OPf.,Bayreuth
09463,182,149,0912,09,182,1,1,Oberfranken-West,"Coburg, Stadt",Coburg,Bayern,Bamberg,Coburg
09464,177,150,0911,09,177,1,1,Oberfranken-Ost,"Hof, Stadt",Hof,Bayern,Bayreuth,Hof
09471,179,147,0912,09,179,1,1,Oberfranken-West,Bamberg,Bamberg,Bayern,Cham,Bamberg
09472,178,148,0911,09,178,1,1,Oberfranken-Ost,Bayreuth,Bayreuth,Bayern,Neumarkt i.d.OPf.,Bayreuth
09473,182,149,0912,09,182,1,1,Oberfranken-West,Coburg,Coburg,Bayern,Bamberg,Coburg
09474,184,155,0912,09,184,1,1,Oberfranken-West,Forchheim,Erlangen,Bayern,Wunsiedel i. Fichtelgebirge,Erlangen
09475,177,150,0911,09,177,1,1,Oberfranken-Ost,Hof,Hof,Bayern,Bayreuth,Hof
09476,181,151,0912,09,181,1,1,Oberfranken-West,Kronach,Kronach,Bayern,Coburg,Kronach
09477,180,148,0911,09,180,1,1,Oberfranken-Ost,Kulmbach,Kulmbach,Bayern,Neumarkt i.d.OPf.,Kulmbach
09478,183,152,0912,09,183,1,1,Oberfranken-West,Lichtenfels,Lichtenfels,Bayern,Hof,Lichtenfels
09479,176,153,0911,09,176,1,1,Oberfranken-Ost,Wunsiedel i.Fichtelgebirge,Marktredwitz,Bayern,Kronach,Marktredwitz
09561,187,154,0917,09,187,1,1,Westmittelfranken,"Ansbach, Stadt",Ansbach,Bayern,Lichtenfels,Ansbach
09562,184,155,0906,09,184,1,1,Industrieregion Mittelfranken,"Erlangen, Stadt",Erlangen,Bayern,Wunsiedel i. Fichtelgebirge,Erlangen
09563,185,155,0906,09,185,1,1,Industrieregion Mittelfranken,"Fürth, Stadt",Nürnberg,Bayern,Wunsiedel i. Fichtelgebirge,Nürnberg
09564,185,155,0906,09,185,1,1,Industrieregion Mittelfranken,"Nürnberg, Stadt",Nürnberg,Bayern,Wunsiedel i. Fichtelgebirge,Nürnberg
09565,185,155,0906,09,185,1,1,Industrieregion Mittelfranken,"Schwabach, Stadt",Nürnberg,Bayern,Wunsiedel i. Fichtelgebirge,Nürnberg
09571,187,154,0917,09,187,1,1,Westmittelfranken,Ansbach,Ansbach,Bayern,Lichtenfels,Ansbach
09572,184,155,0906,09,184,1,1,Industrieregion Mittelfranken,Erlangen-Höchstadt,Erlangen,Bayern,Wunsiedel i. Fichtelgebirge,Erlangen
09573,185,155,0906,09,185,1,1,Industrieregion Mittelfranken,Fürth,Nürnberg,Bayern,Wunsiedel i. Fichtelgebirge,Nürnberg
09574,185,155,0906,09,185,1,1,Industrieregion Mittelfranken,Nürnberger Land,Nürnberg,Bayern,Wunsiedel i. Fichtelgebirge,Nürnberg
09575,188,156,0917,09,188,1,1,Westmittelfranken,Neustadt a.d.Aisch-Bad Windsheim,Neustadt/Aisch,Bayern,Ansbach,Neustadt/Aisch
09576,185,155,0906,09,185,1,1,Industrieregion Mittelfranken,Roth,Nürnberg,Bayern,Wunsiedel i. Fichtelgebirge,Nürnberg
09577,186,157,0917,09,186,1,1,Westmittelfranken,Weißenburg-Gunzenhausen,Weißenburg-Gunzenhausen,Bayern,Nürnberg,Weißenburg-Gunzenhausen
09661,196,158,0903,09,196,1,1,Bayerischer Untermain,"Aschaffenburg, Stadt",Aschaffenburg,Bayern,Neustadt a.d.Aisch-Bad Windsheim,Aschaffenburg
09662,191,159,0909,09,191,1,1,Main-Rhön,"Schweinfurt, Stadt",Schweinfurt,Bayern,Weißenburg-Gunzenhausen,Schweinfurt
09663,190,160,0918,09,190,1,1,Würzburg,"Würzburg, Stadt",Würzburg,Bayern,Aschaffenburg,Würzburg
09671,196,158,0903,09,196,1,1,Bayerischer Untermain,Aschaffenburg,Aschaffenburg,Bayern,Neustadt a.d.Aisch-Bad Windsheim,Aschaffenburg
09672,194,159,0909,09,194,1,1,Main-Rhön,Bad Kissingen,Bad Kissingen,Bayern,Weißenburg-Gunzenhausen,Bad Kissingen
09673,193,161,0909,09,193,1,1,Main-Rhön,Rhön-Grabfeld,Bad Neustadt/Saale,Bayern,Schweinfurt,Bad Neustadt/Saale
09674,192,159,0909,09,192,1,1,Main-Rhön,Haßberge,Haßfurt,Bayern,Weißenburg-Gunzenhausen,Haßfurt
09675,189,160,0918,09,189,1,1,Würzburg,Kitzingen,Kitzingen,Bayern,Aschaffenburg,Kitzingen
09676,196,158,0903,09,196,1,1,Bayerischer Untermain,Miltenberg,Aschaffenburg,Bayern,Neustadt a.d.Aisch-Bad Windsheim,Aschaffenburg
09677,195,160,0918,09,195,1,1,Würzburg,Main-Spessart,Lohr am Main,Bayern,Aschaffenburg,Lohr am Main
09678,191,159,0909,09,191,1,1,Main-Rhön,Schweinfurt,Schweinfurt,Bayern,Weißenburg-Gunzenhausen,Schweinfurt
09679,190,160,0918,09,190,1,1,Würzburg,Würzburg,Würzburg,Bayern,Aschaffenburg,Würzburg
09761,200,162,0902,09,200,1,1,Augsburg,"Augsburg, Stadt",Augsburg,Bayern,Würzburg,Augsburg
09762,202,163,0901,09,202,1,1,Allgäu,"Kaufbeuren, Stadt",Kaufbeuren,Bayern,Rhön-Grabfeld,Kaufbeuren
09763,203,164,0901,09,203,1,1,Allgäu,"Kempten (Allgäu), Stadt",Kempten,Bayern,Augsburg,Kempten
09764,201,165,0904,09,201,1,1,Donau-Iller (BY),"Memmingen, Stadt",Memmingen,Bayern,Kaufbeuren,Memmingen
09771,200,162,0902,09,200,1,1,Augsburg,Aichach-Friedberg,Augsburg,Bayern,Würzburg,Augsburg
09772,200,162,0902,09,200,1,1,Augsburg,Augsburg,Augsburg,Bayern,Würzburg,Augsburg
09773,198,166,0902,09,198,1,1,Augsburg,Dillingen a.d.Donau,Dillingen,Bayern,Kempten (Allgäu),Dillingen
09774,199,167,0904,09,199,1,1,Donau-Iller (BY),Günzburg,Günzburg,Bayern,Memmingen,Günzburg
09775,145,168,0904,09,145,1,1,Donau-Iller (BY),Neu-Ulm,Ulm,Bayern,Dillingen a.d.Donau,Ulm
09776,204,169,0901,09,204,1,1,Allgäu,Lindau (Bodensee),Lindau,Bayern,Günzburg,Lindau
09777,202,163,0901,09,202,1,1,Allgäu,Ostallgäu,Kaufbeuren,Bayern,Rhön-Grabfeld,Kaufbeuren
09778,201,165,0904,09,201,1,1,Donau-Iller (BY),Unterallgäu,Memmingen,Bayern,Kaufbeuren,Memmingen
09779,197,170,0902,09,197,1,1,Augsburg,Donau-Ries,Donauwörth-Nördlingen,Bayern,Donau-Ries,Donauwörth-Nördlingen
09780,203,164,0901,09,203,1,1,Allgäu,Oberallgäu,Kempten,Bayern,Augsburg,Kempten
10041,118,171,1001,10,118,1,1,Saar,Regionalverband Saarbrücken,Saarbrücken,Saarland,Saarbrücken,Saarbrücken
10042,116,171,1001,10,116,1,1,Saar,Merzig-Wadern,Merzig,Saarland,Saarbrücken,Merzig
10043,118,171,1001,10,118,1,1,Saar,Neunkirchen,Saarbrücken,Saarland,Saarbrücken,Saarbrücken
10044,118,171,1001,10,118,1,1,Saar,Saarlouis,Saarbrücken,Saarland,Saarbrücken,Saarbrücken
10045,119,171,1001,10,119,1,1,Saar,Saarpfalz-Kreis,Homburg/Saar,Saarland,Saarbrücken,Homburg/Saar
10046,117,171,1001,10,117,1,1,Saar,St. Wendel,St. Wendel,Saarland,Saarbrücken,St. Wendel
11000,205,172,1101,11,205,1,2,Berlin,"Berlin, Stadt",Berlin,Berlin,Berlin,Berlin
12051,206,173,1201,12,206,1,3,Havelland-Fläming,"Brandenburg an der Havel, Stadt",Potsdam-Brandenburg,Brandenburg,Brandenburg an der Havel,Potsdam-Brandenburg
12052,207,174,1202,12,207,1,3,Lausitz-Spreewald,"Cottbus, Stadt",Cottbus,Brandenburg,Cottbus,Cottbus
12053,208,183,1203,12,208,1,3,Oderland-Spree,"Frankfurt (Oder), Stadt",Frankfurt/Oder,Brandenburg,Ostprignitz-Ruppin,Frankfurt/Oder
12054,206,175,1201,12,206,1,3,Havelland-Fläming,"Potsdam, Stadt",Potsdam-Brandenburg,Brandenburg,Frankfurt (Oder),Potsdam-Brandenburg
12060,209,176,1205,12,209,1,3,Uckermark-Barnim,Barnim,Eberswalde,Brandenburg,Potsdam,Eberswalde
12061,210,177,1202,12,210,1,3,Lausitz-Spreewald,Dahme-Spreewald,Luckenwalde,Brandenburg,Barnim,Luckenwalde
12062,211,178,1202,12,211,1,3,Lausitz-Spreewald,Elbe-Elster,Finsterwalde,Brandenburg,Dahme-Spreewald,Finsterwalde
12063,206,179,1201,12,206,1,3,Havelland-Fläming,Havelland,Potsdam-Brandenburg,Brandenburg,"Elbe-Elster, Landkreis",Potsdam-Brandenburg
12064,208,180,1203,12,208,1,3,Oderland-Spree,Märkisch-Oderland,Frankfurt/Oder,Brandenburg,Havelland,Frankfurt/Oder
12065,212,181,1204,12,212,1,3,Prignitz-Oberhavel,Oberhavel,Oranienburg,Brandenburg,Märkisch-Oderland,Oranienburg
12066,207,182,1202,12,207,1,3,Lausitz-Spreewald,Oberspreewald-Lausitz,Cottbus,Brandenburg,Oberhavel,Cottbus
12067,208,183,1203,12,208,1,3,Oderland-Spree,Oder-Spree,Frankfurt/Oder,Brandenburg,Ostprignitz-Ruppin,Frankfurt/Oder
12068,213,184,1204,12,213,1,3,Prignitz-Oberhavel,Ostprignitz-Ruppin,Neuruppin,Brandenburg,Oberspreewald Lausitz,Neuruppin
12069,206,185,1201,12,206,1,3,Havelland-Fläming,Potsdam-Mittelmark,Potsdam-Brandenburg,Brandenburg,Prignitz,Potsdam-Brandenburg
12070,214,186,1204,12,214,1,3,Prignitz-Oberhavel,Prignitz,Perleberg,Brandenburg,Teltow-Fläming,Perleberg
12071,207,174,1202,12,207,1,3,Lausitz-Spreewald,Spree-Neiße,Cottbus,Brandenburg,Cottbus,Cottbus
12072,210,187,1201,12,210,1,3,Havelland-Fläming,Teltow-Fläming,Luckenwalde,Brandenburg,Uckermark,Luckenwalde
12073,215,188,1205,12,215,1,3,Uckermark-Barnim,Uckermark,Prenzlau,Brandenburg,Rostock,Prenzlau
13003,216,189,1302,13,216,1,3,Mittleres Mecklenburg/Rostock,"Rostock, Stadt",Rostock,Mecklenburg-Vorpommern,Schwerin,Rostock
13004,217,190,1304,13,217,1,3,Westmecklenburg,"Schwerin, Stadt",Schwerin,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Schwerin
13071,218,191,1301,13,218,1,3,Mecklenburgische Seenplatte,Mecklenburgische Seenplatte,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,Vorpommern-Rügen,Mecklenburgische Seenplatte
13072,216,189,1302,13,216,1,3,Mittleres Mecklenburg/Rostock,Landkreis Rostock,Rostock,Mecklenburg-Vorpommern,Schwerin,Rostock
13073,219,192,1303,13,219,1,3,Vorpommern,Vorpommern-Rügen,Nordvorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,Nordvorpommern
13074,217,190,1304,13,217,1,3,Westmecklenburg,Nordwestmecklenburg,Schwerin,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Schwerin
13075,220,193,1303,13,220,1,3,Vorpommern,Vorpommern-Greifswald,Südvorpommern,Mecklenburg-Vorpommern,Chemnitz,Südvorpommern
13076,217,190,1304,13,217,1,3,Westmecklenburg,Ludwigslust-Parchim,Schwerin,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Schwerin
14511,221,194,1403,14,221,1,3,Südsachsen,"Chemnitz, Stadt",Chemnitz,Sachsen,Vogtlandkreis,Chemnitz
14521,222,194,1403,14,222,1,3,Südsachsen,Erzgebirgskreis,Erzgebirgskreis,Sachsen,Vogtlandkreis,Erzgebirgskreis
14522,223,194,1403,14,223,1,3,Südsachsen,Mittelsachsen,Mittelsachsen,Sachsen,Vogtlandkreis,Mittelsachsen
14523,224,195,1403,14,224,1,3,Südsachsen,Vogtlandkreis,Vogtlandkreis,Sachsen,Zwickau,Vogtlandkreis
14524,225,196,1403,14,225,1,3,Südsachsen,Zwickau,Zwickau,Sachsen,Dresden,Zwickau
14612,226,197,1401,14,226,1,3,Oberes Elbtal/Osterzgebirge,"Dresden, Stadt",Dresden,Sachsen,Bautzen,Dresden
14625,227,197,1402,14,227,1,3,Oberlausitz-Niederschlesien,Bautzen,Bautzen,Sachsen,Bautzen,Bautzen
14626,228,198,1402,14,228,1,3,Oberlausitz-Niederschlesien,Görlitz,Görlitz,Sachsen,Görlitz,Görlitz
14627,229,197,1401,14,229,1,3,Oberes Elbtal/Osterzgebirge,Meißen,Meißen,Sachsen,Bautzen,Meißen
14628,226,197,1401,14,226,1,3,Oberes Elbtal/Osterzgebirge,Sächsische Schweiz-Osterzgebirge,Dresden,Sachsen,Bautzen,Dresden
14713,230,199,1404,14,230,1,3,Westsachsen,"Leipzig, Stadt",Leipzig,Sachsen,Leipzig,Leipzig
14729,230,199,1404,14,230,1,3,Westsachsen,Leipzig,Leipzig,Sachsen,Leipzig,Leipzig
14730,230,199,1404,14,230,1,3,Westsachsen,Nordsachsen,Leipzig,Sachsen,Leipzig,Leipzig
15001,231,200,1502,15,231,1,3,Anhalt-Bitterfeld-Wittenberg,"Dessau-Roßlau, Stadt",Dessau-Roßlau,Sachsen-Anhalt,Dessau-Roßlau,Dessau-Roßlau
15002,232,201,1503,15,232,1,3,Halle/S.,"Halle (Saale), Stadt",Halle,Sachsen-Anhalt,Halle (Saale),Halle
15003,233,202,1504,15,233,1,3,Magdeburg,"Magdeburg, Stadt",Magdeburg,Sachsen-Anhalt,Magdeburg,Magdeburg
15081,234,203,1501,15,234,1,3,Altmark,Altmarkkreis Salzwedel,Salzwedel,Sachsen-Anhalt,Altmarkkreis Salzwedel,Salzwedel
15082,235,204,1502,15,235,1,3,Anhalt-Bitterfeld-Wittenberg,Anhalt-Bitterfeld,Anhalt-Bitterfeld,Sachsen-Anhalt,Anhalt-Bitterfeld,Anhalt-Bitterfeld
15083,233,202,1504,15,233,1,3,Magdeburg,Börde,Magdeburg,Sachsen-Anhalt,Magdeburg,Magdeburg
15084,236,205,1503,15,236,1,3,Halle/S.,Burgenlandkreis,Burgenlandkreis,Sachsen-Anhalt,Burgenlandkreis,Burgenlandkreis
15085,237,206,1504,15,237,1,3,Magdeburg,Harz,Harz,Sachsen-Anhalt,Harz,Harz
15086,233,202,1504,15,233,1,3,Magdeburg,Jerichower Land,Magdeburg,Sachsen-Anhalt,Magdeburg,Magdeburg
15087,238,207,1503,15,238,1,3,Halle/S.,Mansfeld-Südharz,Mansfeld-Südharz,Sachsen-Anhalt,Mansfeld-Südharz,Mansfeld-Südharz
15088,232,201,1503,15,232,1,3,Halle/S.,Saalekreis,Halle,Sachsen-Anhalt,Halle (Saale),Halle
15089,239,202,1504,15,239,1,3,Magdeburg,Salzlandkreis,Salzlandkreis,Sachsen-Anhalt,Magdeburg,Salzlandkreis
15090,240,208,1501,15,240,1,3,Altmark,Stendal,Stendal,Sachsen-Anhalt,Salzlandkreis,Stendal
15091,241,209,1502,15,241,1,3,Anhalt-Bitterfeld-Wittenberg,Wittenberg,Wittenberg,Sachsen-Anhalt,Stendal,Wittenberg
16051,242,210,1601,16,242,1,3,Mittelthüringen,"Erfurt, Stadt",Erfurt,Thüringen,Wittenberg,Erfurt
16052,243,211,1603,16,243,1,3,Ostthüringen,"Gera, Stadt",Gera,Thüringen,Erfurt,Gera
16053,244,212,1603,16,244,1,3,Ostthüringen,"Jena, Stadt",Jena,Thüringen,Gera,Jena
16054,245,218,1604,16,245,1,3,Südthüringen,"Suhl, Stadt",Suhl,Thüringen,Schmalkalden-Meiningen,Suhl
16055,246,210,1601,16,246,1,3,Mittelthüringen,"Weimar, Stadt",Weimar,Thüringen,Wittenberg,Weimar
16056,247,213,1604,16,247,1,3,Südthüringen,"Eisenach, Stadt",Eisenach,Thüringen,Jena,Eisenach
16061,248,214,1602,16,248,1,3,Nordthüringen,Eichsfeld,Eichsfeld,Thüringen,Eisenach,Eichsfeld
16062,249,215,1602,16,249,1,3,Nordthüringen,Nordhausen,Nordhausen,Thüringen,Nordhausen,Nordhausen
16063,247,213,1604,16,247,1,3,Südthüringen,Wartburgkreis,Eisenach,Thüringen,Jena,Eisenach
16064,250,216,1602,16,250,1,3,Nordthüringen,Unstrut-Hainich-Kreis,Mühlhausen,Thüringen,Unstrut-Hainich-Kreis,Mühlhausen
16065,251,217,1602,16,251,1,3,Nordthüringen,Kyffhäuserkreis,Sondershausen,Thüringen,Kyffhäuserkreis,Sondershausen
16066,252,218,1604,16,252,1,3,Südthüringen,Schmalkalden-Meiningen,Meiningen,Thüringen,Schmalkalden-Meiningen,Meiningen
16067,253,210,1601,16,253,1,3,Mittelthüringen,Gotha,Gotha,Thüringen,Wittenberg,Gotha
16068,242,210,1601,16,242,1,3,Mittelthüringen,Sömmerda,Erfurt,Thüringen,Wittenberg,Erfurt
16069,245,219,1604,16,245,1,3,Südthüringen,Hildburghausen,Suhl,Thüringen,Hildburghausen,Suhl
16070,254,210,1601,16,254,1,3,Mittelthüringen,Ilm-Kreis,Arnstadt,Thüringen,Wittenberg,Arnstadt
16071,246,210,1601,16,246,1,3,Mittelthüringen,Weimarer Land,Weimar,Thüringen,Wittenberg,Weimar
16072,255,220,1604,16,255,1,3,Südthüringen,Sonneberg,Sonneberg,Thüringen,Sonneberg,Sonneberg
16073,256,221,1603,16,256,1,3,Ostthüringen,Saalfeld-Rudolstadt,Saalfeld,Thüringen,Saalfeld-Rudolstadt,Saalfeld
16074,244,212,1603,16,244,1,3,Ostthüringen,Saale-Holzland-Kreis,Jena,Thüringen,Gera,Jena
16075,257,222,1603,16,257,1,3,Ostthüringen,Saale-Orla-Kreis,Pößneck,Thüringen,Saale-Orla-Kreis,Pößneck
16076,243,211,1603,16,243,1,3,Ostthüringen,Greiz,Gera,Thüringen,Erfurt,Gera
16077,258,223,1603,16,258,1,3,Ostthüringen,Altenburger Land,Altenburg,Thüringen,Altenburger Land,Altenburg
